Rid;causa contaminante;area influencia (kms);fecha apertura;region de tramitacion;comuna de tramitacion
34870;destruccion del medio ambiente;40.96;1994-02-18;XI de Aysen del General Carlos Ibañez del Campo;O'Higgins
34871;contaminacion de suelo;7.19;2008-05-15;Metropolitana de Santiago;Puente Alto
34872;ruido;35.12;1971-09-15;Metropolitana de Santiago;Peñalolen
34873;contaminacion de agua;24.57;2016-09-29;IX de La Araucania;Angol
34874;plagas;49.08;2019-08-22;Metropolitana de Santiago;Renca
34875;mal olor;26.94;2005-06-18;III de Atacama;Tierra Amarilla
34876;contaminacion de agua;15.91;2011-01-06;VI del Libertador General Bernardo O'Higgins;Coltauco
34877;ruido;14.68;1996-10-29;VII del Maule;Pelluhue
34878;contaminacion de agua;36.18;2007-06-05;VI del Libertador General Bernardo O'Higgins;Malloa
34879;contaminacion de la cadena trofica;12.77;2004-09-24;Metropolitana de Santiago;Huechuraba
34880;radiacion;33.47;2014-05-22;VII del Maule;Yerbas Buenas
34881;destruccion del medio ambiente;43.49;2011-09-06;VIII del Bio-Bio;Tirua
34882;contaminacion de agua;16.03;2018-02-16;V de Valparaiso;El Tabo
34883;destruccion del medio ambiente;32.25;1966-09-14;IX de La Araucania;Nueva Imperial
34884;contaminacion de agua;40.59;2008-03-19;VIII del Bio-Bio;Florida
34885;plagas;24.88;2019-07-26;VIII del Bio-Bio;Los Alamos
34886;plagas;34.09;2004-05-29;VII del Maule;Teno
34887;contaminacion de suelo;26.07;2002-12-09;VII del Maule;Retiro
34888;destruccion del medio ambiente;44.36;2019-06-11;XII de Magallanes y de La Antartica Chilena;Natales
34889;ruido;24.51;2019-04-08;I de Tarapaca;Colchane
34890;destruccion del medio ambiente;20.84;1967-08-20;VI del Libertador General Bernardo O'Higgins;Mostazal
34891;plagas;48.13;2018-01-13;XVI de Ñuble;Coelemu
34892;plagas;22.1;1996-08-28;IX de La Araucania;Tolten
34893;contaminacion del aire;48.18;2006-07-21;I de Tarapaca;Colchane
34894;radiacion;24.33;2015-10-13;VII del Maule;San Javier
34895;contaminacion del aire;39.7;2010-12-17;II de Antofagasta;Antofagasta
34896;contaminacion de agua;41.45;1979-04-17;Metropolitana de Santiago;La Florida
34897;contaminacion de suelo;43.87;1974-10-27;VIII del Bio-Bio;Santa Barbara
34898;plagas;4.71;2013-09-27;VI del Libertador General Bernardo O'Higgins;Malloa
34899;contaminacion de la cadena trofica;8.59;2018-05-02;V de Valparaiso;Quintero
34900;contaminacion del aire;16.76;1999-05-09;I de Tarapaca;Alto Hospicio
34901;ruido;12.98;1993-08-13;VIII del Bio-Bio;Hualpen
34902;destruccion del medio ambiente;18.34;2008-09-08;X de Los Lagos;Puyehue
34903;contaminacion de agua;30.11;2002-04-13;X de Los Lagos;Futaleufu
34904;contaminacion de agua;22.22;1978-11-05;XVI de Ñuble;Portezuelo
34905;radiacion;38.78;2013-03-02;VIII del Bio-Bio;Laja
34906;ruido;43.98;2018-11-17;IX de La Araucania;Saavedra
34907;destruccion del medio ambiente;37.13;2018-12-26;VI del Libertador General Bernardo O'Higgins;Quinta de Tilcoco
34908;contaminacion de la cadena trofica;2.25;1998-02-23;Metropolitana de Santiago;Independencia
34909;contaminacion del aire;26.13;2016-09-25;VI del Libertador General Bernardo O'Higgins;Nancagua
34910;contaminacion de agua;26.69;1999-08-20;XVI de Ñuble;Quirihue
34911;radiacion;13.02;2009-04-09;Metropolitana de Santiago;Lo Barnechea
34912;contaminacion de la cadena trofica;9.31;2004-06-18;IX de La Araucania;Temuco
34913;plagas;20.97;1997-04-24;IX de La Araucania;Ercilla
34914;destruccion del medio ambiente;39.25;1998-04-24;Metropolitana de Santiago;San Joaquin
34915;contaminacion de agua;45.34;1993-03-09;IX de La Araucania;Victoria
34916;mal olor;9.68;2016-04-20;XV de Arica y Parinacota;Putre
34917;mal olor;33.7;2016-12-16;XV de Arica y Parinacota;General Lagos
34918;ruido;2.81;1977-05-27;XI de Aysen del General Carlos Ibañez del Campo;Cochrane
34919;contaminacion del aire;40.56;2006-10-01;XVI de Ñuble;San Nicolas
34920;contaminacion del aire;33.85;2000-08-03;X de Los Lagos;Puerto Varas
34921;mal olor;35.57;2003-11-08;III de Atacama;Diego de Almagro
34922;plagas;33.59;2016-08-19;XII de Magallanes y de La Antartica Chilena;Porvenir
34923;ruido;41.56;1984-02-20;Metropolitana de Santiago;Pirque
34924;destruccion del medio ambiente;34.37;2016-03-27;XIV de Los Rios;Rio Bueno
34925;contaminacion de agua;1.49;2016-06-29;II de Antofagasta;Calama
34926;radiacion;40.6;1982-01-26;VI del Libertador General Bernardo O'Higgins;Pichidegua
34927;contaminacion de agua;34.83;2009-09-26;X de Los Lagos;Osorno
34928;plagas;7.3;2019-06-14;VII del Maule;Maule
34929;contaminacion de agua;35.04;1984-10-26;II de Antofagasta;Mejillones
34930;ruido;31.98;2017-10-20;VIII del Bio-Bio;Tome
34931;contaminacion de la cadena trofica;20.37;1988-12-30;XIV de Los Rios;Paillaco
34932;contaminacion del aire;5.55;1991-05-11;VII del Maule;Licanten
34933;contaminacion del aire;8.61;2018-02-09;Metropolitana de Santiago;Calera de Tango
34934;contaminacion de la cadena trofica;24.55;2016-03-25;X de Los Lagos;San Juan de la Costa
34935;contaminacion de agua;4.66;2016-09-26;VIII del Bio-Bio;Talcahuano
34936;destruccion del medio ambiente;28.87;1985-10-06;V de Valparaiso;San Esteban
34937;contaminacion de la cadena trofica;47.22;2019-07-07;IV de Coquimbo;Paiguano
34938;ruido;22.39;1955-04-23;X de Los Lagos;Quellon
34939;radiacion;39.37;2010-01-23;Metropolitana de Santiago;Las Condes
34940;plagas;34.68;2000-09-27;Metropolitana de Santiago;San Jose de Maipo
34941;radiacion;47.76;1977-09-03;IV de Coquimbo;Vicuña
34942;ruido;16.66;2016-07-17;Metropolitana de Santiago;Ñuñoa
34943;contaminacion de la cadena trofica;35.62;2010-09-15;III de Atacama;Chañaral
34944;plagas;25;2007-11-22;IV de Coquimbo;La Serena
34945;mal olor;14.96;1989-05-26;XII de Magallanes y de La Antartica Chilena;Porvenir
34946;contaminacion de agua;35.75;1990-07-24;XVI de Ñuble;Quillon
34947;ruido;35.55;1998-04-30;Metropolitana de Santiago;Pudahuel
34948;contaminacion del aire;6.32;1972-05-08;VI del Libertador General Bernardo O'Higgins;Pumanque
34949;contaminacion de la cadena trofica;44.38;2007-11-21;Metropolitana de Santiago;Lo Espejo
34950;contaminacion de la cadena trofica;41.18;1996-02-18;Metropolitana de Santiago;Padre Hurtado
34951;contaminacion de la cadena trofica;38.09;2002-08-03;Metropolitana de Santiago;Maipu
34952;mal olor;42.31;2019-01-08;V de Valparaiso;Catemu
34953;ruido;37.67;1970-02-01;VIII del Bio-Bio;Cabrero
34954;contaminacion de la cadena trofica;49.58;2010-07-02;XI de Aysen del General Carlos Ibañez del Campo;Rio Ibañez
34955;contaminacion del aire;45.52;2004-11-09;VIII del Bio-Bio;Tome
34956;mal olor;39.36;1985-01-06;VIII del Bio-Bio;Los Alamos
34957;destruccion del medio ambiente;21.23;2006-02-27;IV de Coquimbo;Paiguano
34958;contaminacion de agua;39.93;1981-01-29;IX de La Araucania;Renaico
34959;destruccion del medio ambiente;12.36;1981-01-05;IV de Coquimbo;Monte Patria
34960;contaminacion del aire;2.84;2018-03-23;X de Los Lagos;Chonchi
34961;radiacion;7.08;2015-08-24;XII de Magallanes y de La Antartica Chilena;Antartica
34962;radiacion;44.33;1979-09-17;VII del Maule;Yerbas Buenas
34963;mal olor;31.91;2017-08-12;X de Los Lagos;Queilen
34964;radiacion;18.61;2006-02-10;X de Los Lagos;Quellon
34965;destruccion del medio ambiente;46.38;2003-07-17;Metropolitana de Santiago;Lo Barnechea
34966;contaminacion de agua;43.46;1994-10-09;V de Valparaiso;La Ligua
34967;contaminacion de suelo;34.08;2012-03-24;Metropolitana de Santiago;Macul
34968;ruido;20.55;2015-11-09;X de Los Lagos;Osorno
34969;mal olor;39.78;1955-08-30;Metropolitana de Santiago;Alhue
34970;contaminacion de la cadena trofica;48.73;1995-10-22;VII del Maule;Chanco
34971;ruido;35.12;2016-10-06;IX de La Araucania;Angol
34972;radiacion;35;1991-11-20;VII del Maule;Talca
34973;contaminacion de agua;38.17;2019-08-19;V de Valparaiso;Panquehue
34974;plagas;39.1;2018-03-23;V de Valparaiso;La Cruz
34975;contaminacion de la cadena trofica;6.46;2003-01-07;VI del Libertador General Bernardo O'Higgins;Peralillo
34976;contaminacion del aire;17.03;2002-07-10;III de Atacama;Tierra Amarilla
34977;contaminacion de agua;46.21;2009-07-19;VII del Maule;San Rafael
34978;plagas;28.75;1998-11-02;XII de Magallanes y de La Antartica Chilena;Primavera
34979;radiacion;12.73;2011-08-13;Metropolitana de Santiago;San Jose de Maipo
34980;plagas;28.24;2015-12-14;XI de Aysen del General Carlos Ibañez del Campo;Aisen
34981;mal olor;14.3;1998-11-15;X de Los Lagos;Quemchi
34982;contaminacion de suelo;47;2000-01-05;I de Tarapaca;Camiña
34983;contaminacion de suelo;21.94;2014-06-29;VII del Maule;Talca
34984;ruido;24.83;2001-03-28;V de Valparaiso;Putaendo
34985;ruido;15.26;1997-08-01;I de Tarapaca;Camiña
34986;ruido;31.59;2018-10-04;VII del Maule;Hualañe
34987;plagas;11.26;2018-05-18;II de Antofagasta;Taltal
34988;ruido;24.76;2018-09-28;XIV de Los Rios;Mafil
34989;destruccion del medio ambiente;41.21;2011-02-05;Metropolitana de Santiago;Renca
34990;contaminacion de suelo;22.5;1962-08-20;Metropolitana de Santiago;Pedro Aguirre Cerda
34991;contaminacion de la cadena trofica;23.74;1996-12-06;VIII del Bio-Bio;Quilleco
34992;contaminacion del aire;10.72;2003-04-18;IX de La Araucania;Angol
34993;contaminacion del aire;37.42;1998-09-27;X de Los Lagos;Osorno
34994;ruido;47.37;2010-03-13;IX de La Araucania;Nueva Imperial
34995;contaminacion de agua;16.19;1982-05-24;X de Los Lagos;San Juan de la Costa
34996;ruido;2.77;2016-07-23;VIII del Bio-Bio;Yumbel
34997;radiacion;36.15;1986-08-02;VII del Maule;Constitucion
34998;contaminacion de la cadena trofica;8.83;2018-05-02;XI de Aysen del General Carlos Ibañez del Campo;Tortel
34999;contaminacion de suelo;40.74;2016-09-02;Metropolitana de Santiago;Cerro Navia
35000;destruccion del medio ambiente;36.82;2014-06-11;VI del Libertador General Bernardo O'Higgins;Litueche
35001;destruccion del medio ambiente;27.26;2017-02-15;XII de Magallanes y de La Antartica Chilena;Punta Arenas
35002;plagas;17.37;2005-06-20;II de Antofagasta;Taltal
35003;contaminacion de la cadena trofica;49.94;2019-04-17;IV de Coquimbo;Vicuña
35004;contaminacion del aire;34.81;1992-06-14;Metropolitana de Santiago;Estacion Central
35005;contaminacion de suelo;12.65;1987-01-30;Metropolitana de Santiago;Las Condes
35006;destruccion del medio ambiente;18.83;2012-03-31;X de Los Lagos;Fresia
35007;ruido;7.14;1990-12-21;IX de La Araucania;Lumaco
35008;contaminacion de agua;13.07;1964-05-11;II de Antofagasta;Sierra Gorda
35009;radiacion;8.3;2019-02-02;V de Valparaiso;Casablanca
35010;plagas;32.27;1996-03-31;VI del Libertador General Bernardo O'Higgins;Nancagua
35011;contaminacion del aire;18.99;2003-12-31;VI del Libertador General Bernardo O'Higgins;Chepica
35012;plagas;23.87;2015-02-27;X de Los Lagos;Castro
35013;ruido;43.07;1989-05-19;XV de Arica y Parinacota;Putre
35014;contaminacion del aire;44.43;2014-01-06;XI de Aysen del General Carlos Ibañez del Campo;Cochrane
35015;contaminacion del aire;32.14;1987-09-26;IV de Coquimbo;Vicuña
35016;destruccion del medio ambiente;11.49;1997-08-14;XVI de Ñuble;Quirihue
35017;radiacion;44.47;2017-01-01;Metropolitana de Santiago;Huechuraba
35018;ruido;27.06;2008-05-16;Metropolitana de Santiago;Las Condes
35019;contaminacion de la cadena trofica;4.99;2017-02-20;XII de Magallanes y de La Antartica Chilena;Natales
35020;mal olor;4.01;2015-04-06;VI del Libertador General Bernardo O'Higgins;Doñihue
35021;contaminacion de la cadena trofica;41.12;2018-10-26;VI del Libertador General Bernardo O'Higgins;La Estrella
35022;contaminacion del aire;5.49;2008-12-13;IV de Coquimbo;La Higuera
35023;contaminacion de agua;34.69;2017-06-01;V de Valparaiso;La Ligua
35024;contaminacion del aire;13.63;2017-11-24;IV de Coquimbo;Canela
35025;contaminacion de agua;13.14;1972-01-21;X de Los Lagos;Palena
35026;destruccion del medio ambiente;23.86;2019-02-24;IX de La Araucania;Nueva Imperial
35027;radiacion;45.74;1990-12-11;VII del Maule;Romeral
35028;plagas;38.45;1963-01-09;VI del Libertador General Bernardo O'Higgins;San Fernando
35029;contaminacion de agua;30.8;2017-11-18;VI del Libertador General Bernardo O'Higgins;Pumanque
35030;destruccion del medio ambiente;7.45;2016-12-10;VI del Libertador General Bernardo O'Higgins;Litueche
35031;destruccion del medio ambiente;34.59;1989-12-24;IX de La Araucania;Vilcun
35032;destruccion del medio ambiente;46.96;1984-05-19;VII del Maule;Pelluhue
35033;contaminacion del aire;17.95;2011-11-11;VIII del Bio-Bio;Florida
35034;plagas;36.12;2017-01-05;VI del Libertador General Bernardo O'Higgins;Requinoa
35035;radiacion;7.46;1976-10-26;V de Valparaiso;San Esteban
35036;plagas;35.65;2000-08-20;XII de Magallanes y de La Antartica Chilena;Antartica
35037;contaminacion de suelo;17.01;1964-05-08;V de Valparaiso;Putaendo
35038;mal olor;40.43;2019-06-10;VII del Maule;Yerbas Buenas
35039;contaminacion de agua;37.55;2013-05-20;VI del Libertador General Bernardo O'Higgins;Pumanque
35040;mal olor;22.49;2007-02-05;Metropolitana de Santiago;La Reina
35041;contaminacion de suelo;15.51;1997-06-01;VIII del Bio-Bio;San Rosendo
35042;contaminacion del aire;12.21;2004-02-23;V de Valparaiso;Hijuelas
35043;contaminacion del aire;30.57;1984-09-12;V de Valparaiso;Catemu
35044;contaminacion de suelo;2.22;1991-11-25;XIV de Los Rios;Lago Ranco
35045;ruido;33.9;2018-09-27;V de Valparaiso;Quilpue
35046;radiacion;43.37;1960-02-29;XIV de Los Rios;Panguipulli
35047;plagas;13.83;2010-10-29;II de Antofagasta;San Pedro de Atacama
35048;contaminacion del aire;25.52;2019-05-08;V de Valparaiso;La Cruz
35049;ruido;44.24;2014-12-04;Metropolitana de Santiago;Quinta Normal
35050;contaminacion de agua;7.2;2002-11-02;IX de La Araucania;Perquenco
35051;ruido;31.9;1989-06-05;VIII del Bio-Bio;Concepcion
35052;plagas;14.94;1989-09-08;VI del Libertador General Bernardo O'Higgins;Pichilemu
35053;destruccion del medio ambiente;49.66;2018-10-28;XIV de Los Rios;Mafil
35054;plagas;48.11;2017-11-23;XII de Magallanes y de La Antartica Chilena;Primavera
35055;mal olor;12.6;2009-08-03;IX de La Araucania;Lautaro
35056;radiacion;22.06;1955-05-25;VII del Maule;Constitucion
35057;contaminacion del aire;37.66;2018-02-26;VI del Libertador General Bernardo O'Higgins;Peralillo
35058;mal olor;5.06;2013-04-20;IX de La Araucania;Saavedra
35059;plagas;13.96;2018-08-12;Metropolitana de Santiago;Curacavi
35060;mal olor;36.73;1977-06-30;VIII del Bio-Bio;Concepcion
35061;radiacion;27.77;1986-12-01;V de Valparaiso;Papudo
35062;plagas;7.04;2007-02-07;Metropolitana de Santiago;Maipu
35063;ruido;24.74;2017-09-22;IX de La Araucania;Collipulli
35064;destruccion del medio ambiente;49.1;2008-04-10;XVI de Ñuble;San Ignacio
35065;radiacion;35.54;1958-06-02;XIV de Los Rios;Corral
35066;ruido;33.44;1998-07-27;Metropolitana de Santiago;Alhue
35067;destruccion del medio ambiente;42.38;1970-04-11;III de Atacama;Diego de Almagro
35068;ruido;3.66;1967-04-21;Metropolitana de Santiago;Las Condes
35069;contaminacion de agua;43.37;2019-07-25;X de Los Lagos;Puqueldon
35070;contaminacion de agua;15.53;2004-08-02;VII del Maule;Talca
35071;contaminacion de agua;28.97;2018-02-07;III de Atacama;Vallenar
35072;radiacion;5.76;1971-07-27;X de Los Lagos;Chonchi
35073;contaminacion de la cadena trofica;5.53;2005-11-06;XVI de Ñuble;Treguaco
35074;radiacion;3.87;2016-08-24;VII del Maule;San Rafael
35075;contaminacion del aire;34.33;2000-08-02;VII del Maule;Longavi
35076;contaminacion de la cadena trofica;28.72;2007-02-15;V de Valparaiso;Llaillay
35077;ruido;18.23;2017-09-25;X de Los Lagos;Osorno
35078;contaminacion del aire;20.59;2019-04-15;Metropolitana de Santiago;Recoleta
35079;contaminacion de suelo;49.52;1991-07-23;VII del Maule;Retiro
35080;mal olor;3.86;2018-06-28;XII de Magallanes y de La Antartica Chilena;Laguna Blanca
35081;ruido;22.94;1990-02-06;XIV de Los Rios;Mafil
35082;mal olor;31.55;1986-09-14;X de Los Lagos;Hualaihue
35083;destruccion del medio ambiente;11.57;2011-10-19;VIII del Bio-Bio;Los Alamos
35084;plagas;10.61;2015-05-02;Metropolitana de Santiago;Recoleta
35085;contaminacion del aire;0.55;2008-08-12;XVI de Ñuble;San Fabian
35086;destruccion del medio ambiente;22.78;2014-10-15;X de Los Lagos;Quemchi
35087;contaminacion de suelo;37.85;2018-11-02;X de Los Lagos;Ancud
35088;destruccion del medio ambiente;43.77;1966-04-04;V de Valparaiso;Papudo
35089;contaminacion del aire;45.66;2018-11-26;XVI de Ñuble;Quillon
35090;contaminacion de agua;24.61;2016-07-27;Metropolitana de Santiago;Cerro Navia
35091;plagas;9.39;1990-06-30;X de Los Lagos;Llanquihue
35092;contaminacion de agua;42.86;1997-03-08;Metropolitana de Santiago;Cerro Navia
35093;destruccion del medio ambiente;27.27;2004-08-21;Metropolitana de Santiago;Calera de Tango
35094;contaminacion de agua;37.84;2006-12-13;VI del Libertador General Bernardo O'Higgins;Machali
35095;radiacion;10.24;2002-06-08;II de Antofagasta;Tocopilla
35096;destruccion del medio ambiente;32.47;2011-01-10;X de Los Lagos;Los Muermos
35097;contaminacion de suelo;36.29;2006-08-24;Metropolitana de Santiago;Curacavi
35098;contaminacion de agua;36.74;2000-08-17;IX de La Araucania;Saavedra
35099;contaminacion de agua;7.78;1990-08-05;XV de Arica y Parinacota;General Lagos
35100;contaminacion de suelo;44.44;2019-05-14;XIV de Los Rios;Paillaco
35101;ruido;8.08;1984-12-02;V de Valparaiso;El Tabo
35102;ruido;10.49;2018-10-30;VIII del Bio-Bio;Lebu
35103;contaminacion del aire;43.8;2009-06-11;X de Los Lagos;Chonchi
35104;contaminacion del aire;25.03;2010-09-15;VII del Maule;Hualañe
35105;contaminacion de suelo;3.45;1998-10-28;X de Los Lagos;Puqueldon
35106;contaminacion de agua;5.91;1961-11-03;VII del Maule;Talca
35107;contaminacion de suelo;37.22;2004-10-04;X de Los Lagos;Queilen
35108;plagas;23.95;1995-05-24;Metropolitana de Santiago;Macul
35109;contaminacion de suelo;41.55;1992-09-23;VI del Libertador General Bernardo O'Higgins;Marchihue
35110;plagas;13.03;2002-04-12;IV de Coquimbo;Vicuña
35111;plagas;7.56;2006-08-01;V de Valparaiso;Viña del Mar
35112;radiacion;38.13;2006-05-26;XIV de Los Rios;Paillaco
35113;contaminacion de agua;24.75;1999-12-05;IX de La Araucania;Galvarino
35114;plagas;45.26;2013-10-12;XI de Aysen del General Carlos Ibañez del Campo;Tortel
35115;destruccion del medio ambiente;12.01;2019-08-15;I de Tarapaca;Pozo Almonte
35116;destruccion del medio ambiente;1.82;2017-10-27;VIII del Bio-Bio;Los Alamos
35117;ruido;47.26;2003-06-02;VIII del Bio-Bio;Tucapel
35118;contaminacion de agua;21.23;2016-10-23;XVI de Ñuble;San Carlos
35119;contaminacion de la cadena trofica;25.32;2009-12-08;VI del Libertador General Bernardo O'Higgins;Coinco
35120;contaminacion del aire;34.62;1998-07-25;VII del Maule;San Rafael
35121;ruido;12.38;2011-11-03;VII del Maule;Cauquenes
35122;destruccion del medio ambiente;35.84;2017-05-30;III de Atacama;Vallenar
35123;contaminacion de la cadena trofica;25.22;1998-05-29;III de Atacama;Tierra Amarilla
35124;contaminacion del aire;37.67;2018-01-19;VII del Maule;Rio Claro
35125;plagas;17.91;2004-01-30;X de Los Lagos;Los Muermos
35126;ruido;12.05;1984-01-17;XII de Magallanes y de La Antartica Chilena;Cabo de Hornos
35127;contaminacion de agua;10.04;2014-11-27;VI del Libertador General Bernardo O'Higgins;Litueche
35128;mal olor;15.94;2010-05-27;VI del Libertador General Bernardo O'Higgins;Pichilemu
35129;mal olor;15.73;2014-01-05;X de Los Lagos;Fresia
35130;contaminacion de agua;48.43;2014-12-17;V de Valparaiso;Concon
35131;plagas;10.17;1996-01-30;X de Los Lagos;Puerto Montt
35132;mal olor;25.78;2008-04-20;VIII del Bio-Bio;Talcahuano
35133;contaminacion del aire;6.36;1998-02-05;XVI de Ñuble;Pemuco
35134;contaminacion de agua;35.74;1989-03-06;X de Los Lagos;Puerto Octay
35135;contaminacion del aire;19.61;2010-11-20;X de Los Lagos;Llanquihue
35136;radiacion;12.29;2015-09-27;IV de Coquimbo;Paiguano
35137;contaminacion de suelo;23.65;1997-08-13;XVI de Ñuble;Coihueco
35138;mal olor;34.32;1988-06-13;Metropolitana de Santiago;Padre Hurtado
35139;radiacion;8.76;1989-08-23;XVI de Ñuble;Quirihue
35140;plagas;16.71;1963-12-02;VIII del Bio-Bio;Lota
35141;contaminacion de suelo;20.04;1962-11-27;XVI de Ñuble;Chillan Viejo
35142;contaminacion de agua;44.66;1990-05-20;VIII del Bio-Bio;Santa Juana
35143;contaminacion de agua;2.01;2003-07-29;VIII del Bio-Bio;Mulchen
35144;contaminacion de la cadena trofica;32.16;1963-05-09;V de Valparaiso;Viña del Mar
35145;destruccion del medio ambiente;10.46;1995-05-11;XVI de Ñuble;El Carmen
35146;mal olor;9.83;2001-11-13;VI del Libertador General Bernardo O'Higgins;Malloa
35147;plagas;12.27;1989-12-16;VI del Libertador General Bernardo O'Higgins;La Estrella
35148;plagas;40.97;1998-07-06;V de Valparaiso;Santo Domingo
35149;ruido;21.46;2014-12-11;XII de Magallanes y de La Antartica Chilena;Porvenir
35150;destruccion del medio ambiente;9.66;1993-12-08;VIII del Bio-Bio;Penco
35151;contaminacion de suelo;16.81;2019-02-05;VI del Libertador General Bernardo O'Higgins;Coltauco
35152;contaminacion de suelo;6.29;2010-09-19;III de Atacama;Alto del Carmen
35153;destruccion del medio ambiente;47.85;2017-07-12;V de Valparaiso;Olmue
35154;contaminacion del aire;37.7;1984-11-22;XVI de Ñuble;Pinto
35155;radiacion;25.19;1976-01-15;V de Valparaiso;San Antonio
35156;contaminacion de suelo;5.4;2016-01-14;XI de Aysen del General Carlos Ibañez del Campo;Aisen
35157;contaminacion de la cadena trofica;13.73;1993-02-15;VI del Libertador General Bernardo O'Higgins;Marchihue
35158;contaminacion de la cadena trofica;35.88;2008-02-08;II de Antofagasta;Mejillones
35159;ruido;38.26;2006-07-30;V de Valparaiso;Santo Domingo
35160;destruccion del medio ambiente;13.02;2006-05-07;Metropolitana de Santiago;La Granja
35161;ruido;14.69;2014-01-12;VI del Libertador General Bernardo O'Higgins;Requinoa
35162;mal olor;21.6;2011-12-25;VIII del Bio-Bio;Antuco
35163;contaminacion de suelo;13.9;1955-09-05;X de Los Lagos;Puerto Varas
35164;contaminacion de la cadena trofica;1.66;1981-11-18;V de Valparaiso;Puchuncavi
35165;contaminacion de la cadena trofica;44.28;1973-09-03;V de Valparaiso;Putaendo
35166;ruido;12.87;1967-07-12;XI de Aysen del General Carlos Ibañez del Campo;Aisen
35167;contaminacion del aire;35.33;2016-08-21;VIII del Bio-Bio;Tome
35168;ruido;12.02;2012-11-27;VIII del Bio-Bio;Cañete
35169;radiacion;32.45;1982-12-08;III de Atacama;Caldera
35170;radiacion;30.79;2005-01-22;X de Los Lagos;Los Muermos
35171;radiacion;16.04;1972-04-16;V de Valparaiso;Zapallar
35172;plagas;19.99;1981-01-10;X de Los Lagos;Dalcahue
35173;radiacion;20.53;1978-03-17;V de Valparaiso;Valparaiso
35174;ruido;23;2017-09-24;XVI de Ñuble;Bulnes
35175;destruccion del medio ambiente;48.54;2018-06-28;V de Valparaiso;Juan Fernandez
35176;contaminacion de suelo;22.31;2017-04-17;IX de La Araucania;Pitrufquen
35177;radiacion;42.81;2007-07-05;II de Antofagasta;Tocopilla
35178;destruccion del medio ambiente;31.47;1991-09-06;III de Atacama;Freirina
35179;contaminacion del aire;13.61;2007-10-05;VIII del Bio-Bio;Chiguayante
35180;contaminacion de agua;1.16;2011-04-23;V de Valparaiso;El Quisco
35181;contaminacion de agua;13.01;2018-07-29;X de Los Lagos;Llanquihue
35182;ruido;39.51;1984-09-18;X de Los Lagos;Castro
35183;destruccion del medio ambiente;36.3;2000-04-10;II de Antofagasta;Ollague
35184;contaminacion de la cadena trofica;7.61;2018-07-24;X de Los Lagos;Llanquihue
35185;ruido;8.21;1963-12-18;XIV de Los Rios;Lago Ranco
35186;radiacion;43.6;1995-12-18;IX de La Araucania;Pitrufquen
35187;plagas;11.7;1991-09-07;XVI de Ñuble;Coihueco
35188;contaminacion de la cadena trofica;3.81;2006-09-01;XIV de Los Rios;Valdivia
35189;plagas;19.54;1990-08-17;V de Valparaiso;Nogales
35190;contaminacion de suelo;7.93;1995-01-19;IX de La Araucania;Lumaco
35191;mal olor;19.46;2016-12-12;V de Valparaiso;Petorca
35192;mal olor;33.92;2014-05-08;VIII del Bio-Bio;Yumbel
35193;contaminacion de suelo;0.9;2008-06-27;II de Antofagasta;Mejillones
35194;ruido;47.13;1994-03-31;Metropolitana de Santiago;Estacion Central
35195;plagas;47.54;2008-06-01;V de Valparaiso;El Quisco
35196;radiacion;41.86;1994-01-28;VII del Maule;Hualañe
35197;plagas;35.29;1981-10-20;Metropolitana de Santiago;Maipu
35198;radiacion;38.88;2007-03-31;II de Antofagasta;Sierra Gorda
35199;radiacion;14.96;2008-11-06;Metropolitana de Santiago;La Florida
35200;destruccion del medio ambiente;27.34;1997-07-22;II de Antofagasta;Tocopilla
35201;plagas;16.64;1977-02-22;X de Los Lagos;Curaco de Velez
35202;contaminacion de agua;23.29;2002-05-13;VIII del Bio-Bio;Mulchen
35203;contaminacion de agua;12.15;1986-08-13;V de Valparaiso;Concon
35204;radiacion;14.09;2018-05-16;VII del Maule;Pelluhue
35205;contaminacion de agua;41.9;2010-02-26;V de Valparaiso;Santa Maria
35206;contaminacion de la cadena trofica;30.02;2001-08-05;X de Los Lagos;Calbuco
35207;contaminacion de la cadena trofica;43.61;2017-08-06;XV de Arica y Parinacota;Camarones
35208;contaminacion del aire;45.76;2008-05-18;VIII del Bio-Bio;Tucapel
35209;destruccion del medio ambiente;18.3;1965-08-29;IX de La Araucania;Padre Las Casas
35210;mal olor;1.13;1988-11-21;VII del Maule;Linares
35211;mal olor;19.34;1968-02-25;VIII del Bio-Bio;Nacimiento
35212;contaminacion de agua;34.01;2007-01-26;X de Los Lagos;Futaleufu
35213;plagas;29.26;2016-09-26;X de Los Lagos;Quinchao
35214;ruido;36.97;1994-03-29;XI de Aysen del General Carlos Ibañez del Campo;Chile Chico
35215;contaminacion de la cadena trofica;9.41;2014-11-10;X de Los Lagos;Cochamo
35216;contaminacion de agua;29.61;2018-11-18;VII del Maule;Cauquenes
35217;radiacion;46.37;2009-11-10;X de Los Lagos;Osorno
35218;contaminacion de la cadena trofica;47.83;2002-01-07;XI de Aysen del General Carlos Ibañez del Campo;Rio Ibañez
35219;destruccion del medio ambiente;25.76;1963-08-18;VII del Maule;Yerbas Buenas
35220;radiacion;48.51;2014-01-25;IV de Coquimbo;Salamanca
35221;radiacion;9.18;2018-04-01;XIV de Los Rios;La Union
35222;contaminacion de agua;46.16;2014-01-11;VI del Libertador General Bernardo O'Higgins;Lolol
