numero;causa contaminante;area influencia (kms);fecha apertura;region de tramitacion;comuna de tramitacion
35228-70953-EI;ruido;25.7;29-10-1985;XVI de Ñuble;Ranquil
44056-94377-HB;contaminacion de suelo;6.75;20-12-2002;IX de La Araucania;Melipeuco
16197-88043-GM;ruido;17.28;15-05-1983;VIII del Bio-Bio;Florida
11275-45327-DO;contaminacion de suelo;37.33;27-04-2015;XI de Aysen del General Carlos Ibañez del Campo;Lago Verde
67029-24156-ML;contaminacion de suelo;32.59;31-03-1988;V de Valparaiso;Calle Larga
89728-49515-EB;destruccion del medio ambiente;31.91;24-07-2019;Metropolitana de Santiago;La Florida
34348-16399-EG;contaminacion de la cadena trofica;27.02;21-10-2004;XV de Arica y Parinacota;Putre
77391-87612-IO;ruido;19.89;10-10-2013;VII del Maule;Vichuquen
80537-85031-ON;contaminacion de agua;3.96;17-02-2017;XVI de Ñuble;El Carmen
17712-59064-AO;ruido;39.68;05-05-1980;IX de La Araucania;Teodoro Schmidt
75895-89749-EO;contaminacion de agua;10.64;29-05-2006;VIII del Bio-Bio;Santa Juana
18999-45249-LO;contaminacion de la cadena trofica;5.67;14-05-2007;VII del Maule;Talca
64147-96274-NE;mal olor;0.55;21-01-2015;XVI de Ñuble;Pemuco
22027-31622-OO;contaminacion de agua;25.35;28-11-2012;VI del Libertador General Bernardo O'Higgins;Pichilemu
97329-89017-LJ;contaminacion de la cadena trofica;11.77;28-04-1982;XIV de Los Rios;Panguipulli
89235-61393-HB;contaminacion de agua;33.64;24-04-2019;Metropolitana de Santiago;Pedro Aguirre Cerda
36553-25210-EN;ruido;36.65;24-10-2006;Metropolitana de Santiago;Quinta Normal
38241-30878-JJ;contaminacion del aire;24.22;01-08-2011;VII del Maule;Villa Alegre
72421-1701-OH;contaminacion de suelo;45.87;21-07-2019;VI del Libertador General Bernardo O'Higgins;La Estrella
97064-37906-MJ;contaminacion de suelo;1.8;24-01-2016;III de Atacama;Vallenar
55422-36253-GM;contaminacion de la cadena trofica;37.9;20-03-1995;Metropolitana de Santiago;Talagante
77516-81433-BE;contaminacion de suelo;13.26;26-08-1985;XV de Arica y Parinacota;Arica
4936-81138-IM;contaminacion del aire;44.46;19-12-1987;I de Tarapaca;Alto Hospicio
75153-26860-IN;plagas;49.59;25-09-2017;XVI de Ñuble;Bulnes
58181-2175-DB;mal olor;1.62;06-10-1966;Metropolitana de Santiago;San Ramon
71884-7931-MK;plagas;21.67;14-04-2007;VII del Maule;Villa Alegre
53524-44588-EK;contaminacion de agua;14.66;19-10-2007;VII del Maule;Teno
77997-51486-OA;radiacion;45.37;12-10-1987;XVI de Ñuble;Pinto
97649-20920-FN;plagas;47.4;22-04-2007;VIII del Bio-Bio;Penco
31621-96254-KM;mal olor;40.27;01-03-2009;XIV de Los Rios;Lago Ranco
76416-34487-EB;radiacion;17.25;03-09-2018;X de Los Lagos;Cochamo
9083-13156-LK;contaminacion del aire;13.87;26-10-2010;VIII del Bio-Bio;Hualpen
44240-1748-IJ;contaminacion de la cadena trofica;45.24;01-12-2006;XI de Aysen del General Carlos Ibañez del Campo;Coihaique
87159-56322-IN;contaminacion del aire;37.18;18-09-2000;Metropolitana de Santiago;Estacion Central
24282-7317-MK;mal olor;15.11;13-06-2000;Metropolitana de Santiago;Independencia
28224-25459-FF;contaminacion de la cadena trofica;9.4;10-01-1955;VI del Libertador General Bernardo O'Higgins;Quinta de Tilcoco
6918-8210-AG;contaminacion de la cadena trofica;41.17;16-06-1999;I de Tarapaca;Colchane
40539-93453-EL;contaminacion del aire;17.21;04-07-2012;II de Antofagasta;Antofagasta
1100-537-LI;ruido;18.4;12-04-1995;Metropolitana de Santiago;Ñuñoa
50981-22815-OH;plagas;30.74;30-10-2017;I de Tarapaca;Pica
26349-3330-OJ;contaminacion de la cadena trofica;48.19;04-12-2008;XIV de Los Rios;Lago Ranco
69258-5176-EM;radiacion;47.91;20-03-1986;XII de Magallanes y de La Antartica Chilena;San Gregorio
11920-60168-BI;ruido;44.01;15-11-1995;V de Valparaiso;Nogales
11604-44076-BE;ruido;39.86;19-10-2009;XVI de Ñuble;Ñiquen
10914-52351-LN;contaminacion de suelo;8.99;05-06-2005;X de Los Lagos;Osorno
84096-56335-HE;contaminacion de la cadena trofica;3.76;06-12-2015;II de Antofagasta;Taltal
61654-81988-JL;contaminacion de agua;36.61;11-11-1998;X de Los Lagos;Chonchi
84688-68412-KM;ruido;47.41;03-02-2019;VI del Libertador General Bernardo O'Higgins;Peralillo
99218-75182-HA;destruccion del medio ambiente;40.58;27-08-1993;Metropolitana de Santiago;Lampa
37241-63848-OD;mal olor;39.55;13-07-2017;V de Valparaiso;Quillota
24586-75200-AM;radiacion;4.18;13-09-1999;VI del Libertador General Bernardo O'Higgins;Machali
48196-53382-LO;destruccion del medio ambiente;44.53;13-06-2011;Metropolitana de Santiago;Maria Pinto
41781-5323-GJ;contaminacion de suelo;29.57;07-04-2019;IX de La Araucania;Villarrica
14146-89591-BM;ruido;1.87;20-06-2002;VI del Libertador General Bernardo O'Higgins;Chepica
95431-81459-JK;radiacion;33.63;25-06-2004;VII del Maule;Molina
96553-62850-GK;contaminacion de suelo;26.3;18-06-1990;Metropolitana de Santiago;Pedro Aguirre Cerda
52211-22231-KI;plagas;23.81;13-01-2015;X de Los Lagos;Puqueldon
75106-53458-JH;mal olor;10.73;30-09-1988;II de Antofagasta;Maria Elena
40047-53578-DK;contaminacion del aire;18.09;20-02-2008;III de Atacama;Freirina
68200-19442-KB;destruccion del medio ambiente;40.89;07-06-1997;Metropolitana de Santiago;Quinta Normal
10607-92188-LD;contaminacion de suelo;21.97;14-12-1968;XVI de Ñuble;Coihueco
13538-82122-MN;contaminacion de suelo;34.65;20-10-1968;V de Valparaiso;Santo Domingo
24299-35478-OJ;contaminacion de agua;23.9;30-01-1967;X de Los Lagos;Quinchao
65902-14262-KN;plagas;40.25;08-09-2013;XVI de Ñuble;San Fabian
26835-91543-HG;mal olor;39.64;29-03-2013;VIII del Bio-Bio;Talcahuano
44976-7003-OF;destruccion del medio ambiente;31.01;12-07-1997;XI de Aysen del General Carlos Ibañez del Campo;Coihaique
98741-53842-HM;ruido;43.55;11-08-2016;VII del Maule;Curico
25761-94277-HB;destruccion del medio ambiente;41.05;07-03-2016;IV de Coquimbo;Los Vilos
36292-72108-FB;ruido;32.05;09-01-1992;X de Los Lagos;Quinchao
36446-96195-MD;contaminacion de suelo;48.04;19-11-1986;VI del Libertador General Bernardo O'Higgins;San Vicente
12877-58446-GB;ruido;42.14;04-01-2015;IV de Coquimbo;Monte Patria
91794-37780-MA;contaminacion del aire;5.25;22-02-2008;XII de Magallanes y de La Antartica Chilena;Porvenir
66534-14188-HL;ruido;5.56;28-09-2006;XV de Arica y Parinacota;General Lagos
29739-25909-NJ;contaminacion de suelo;23.13;30-01-2013;VI del Libertador General Bernardo O'Higgins;Paredones
71545-96830-MG;contaminacion de agua;34.2;31-01-2013;III de Atacama;Alto del Carmen
47460-85773-BN;contaminacion de suelo;19.96;13-05-1965;XVI de Ñuble;Quirihue
986-36399-JD;destruccion del medio ambiente;10.21;13-06-2019;VII del Maule;Licanten
39300-62120-GL;contaminacion de agua;44.07;29-12-1988;XII de Magallanes y de La Antartica Chilena;Primavera
60782-35307-EE;contaminacion de agua;42.01;31-10-2005;VI del Libertador General Bernardo O'Higgins;Mostazal
33800-50069-FK;contaminacion del aire;16.18;23-08-2014;X de Los Lagos;Queilen
87826-87748-BG;contaminacion de la cadena trofica;3.98;22-02-2008;V de Valparaiso;Quintero
6248-78033-BG;contaminacion del aire;23.97;30-06-2019;IX de La Araucania;Pucon
96949-2438-BN;destruccion del medio ambiente;4.12;22-10-1996;Metropolitana de Santiago;Lo Prado
32906-54083-IJ;plagas;7.43;03-04-2016;IX de La Araucania;Galvarino
76837-46166-DG;contaminacion de suelo;34.35;12-09-2013;VII del Maule;Teno
82079-11183-LE;plagas;38.27;18-02-2010;X de Los Lagos;San Pablo
26191-65764-OB;destruccion del medio ambiente;10.96;03-04-1999;VII del Maule;Pelluhue
9813-25211-LD;contaminacion de suelo;20.49;19-08-2018;IX de La Araucania;Melipeuco
71437-58033-FJ;contaminacion de suelo;15.24;16-10-2001;X de Los Lagos;Calbuco
53348-7672-GH;destruccion del medio ambiente;36.71;06-02-2003;VII del Maule;Maule
96053-52540-GM;plagas;2.03;17-03-2019;IV de Coquimbo;Rio Hurtado
69484-22097-GK;destruccion del medio ambiente;19.5;05-01-1978;VII del Maule;Curepto
2876-35197-JN;plagas;31.4;13-03-1977;XVI de Ñuble;San Fabian
31759-99924-AO;mal olor;3.44;20-09-1969;XVI de Ñuble;El Carmen
99153-21031-HM;destruccion del medio ambiente;41.48;01-09-2015;I de Tarapaca;Colchane
49972-97054-JO;contaminacion del aire;15.4;26-02-1975;XVI de Ñuble;Treguaco
44876-37912-NB;contaminacion de agua;28.35;01-06-2015;V de Valparaiso;Los Andes
24335-9462-JG;contaminacion de suelo;36.93;18-11-2018;VII del Maule;Linares
45911-2588-BG;mal olor;49.46;31-05-2014;VIII del Bio-Bio;Mulchen
41801-35972-BB;contaminacion del aire;33.63;27-07-2004;V de Valparaiso;Santa Maria
93327-85688-JA;destruccion del medio ambiente;32.54;11-07-1978;VIII del Bio-Bio;Hualpen
35317-47398-JL;contaminacion del aire;38.36;14-03-1999;VIII del Bio-Bio;Chiguayante
93717-81863-JL;plagas;20.54;07-03-1953;Metropolitana de Santiago;Buin
70399-40176-LJ;contaminacion de la cadena trofica;4.28;03-04-2010;XI de Aysen del General Carlos Ibañez del Campo;Cochrane
93767-32694-JJ;contaminacion de agua;16.68;03-04-2004;VI del Libertador General Bernardo O'Higgins;Navidad
85536-52397-JD;contaminacion del aire;20.19;21-10-1993;VII del Maule;San Javier
76303-62497-EL;radiacion;21.38;11-04-2013;XVI de Ñuble;San Ignacio
1869-18481-GB;mal olor;37.6;28-09-1989;X de Los Lagos;Cochamo
30747-72752-GE;contaminacion de agua;32.65;13-03-2009;VII del Maule;Licanten
35178-14174-ED;destruccion del medio ambiente;40.04;21-07-2014;V de Valparaiso;Villa Alemana
78575-65998-GK;contaminacion de agua;42.65;11-02-2019;II de Antofagasta;Taltal
705-25280-BH;contaminacion de agua;8.28;16-04-2001;VI del Libertador General Bernardo O'Higgins;Machali
55273-60090-BI;radiacion;4.65;17-09-1986;XVI de Ñuble;Ranquil
98023-84906-IE;plagas;39.28;24-03-1974;XI de Aysen del General Carlos Ibañez del Campo;O'Higgins
1741-30394-OI;plagas;27.73;11-12-1984;II de Antofagasta;Calama
87375-90932-KB;plagas;26.59;18-01-2003;III de Atacama;Chañaral
52164-95310-EO;ruido;5.68;16-02-1984;VIII del Bio-Bio;Coronel
13805-78801-NB;destruccion del medio ambiente;9.23;05-10-1953;IV de Coquimbo;Ovalle
38615-17681-AN;contaminacion de agua;29.01;04-05-1989;XVI de Ñuble;San Carlos
49533-5521-MK;contaminacion de suelo;49.66;21-03-2012;III de Atacama;Copiapo
20695-65148-JM;contaminacion del aire;45.04;04-10-2017;XIV de Los Rios;Lago Ranco
98072-88865-EO;mal olor;40.82;07-11-2000;X de Los Lagos;Queilen
31838-77580-BA;radiacion;20.88;27-08-2005;XVI de Ñuble;Ñiquen
49954-90427-AD;destruccion del medio ambiente;19.45;07-12-2016;VIII del Bio-Bio;Hualqui
28726-34371-MB;contaminacion de agua;15.89;09-05-2019;V de Valparaiso;Santa Maria
96394-8294-BM;contaminacion de agua;34.54;22-07-2018;VII del Maule;Colbun
95217-96474-NI;contaminacion de agua;16.52;08-01-2018;Metropolitana de Santiago;Conchali
93569-65107-KG;plagas;48.34;05-07-1974;VII del Maule;Yerbas Buenas
96338-52247-KK;plagas;26.24;27-04-2010;V de Valparaiso;La Cruz
22473-45622-MM;destruccion del medio ambiente;31.12;09-11-1997;III de Atacama;Copiapo
82648-37723-ND;contaminacion de suelo;45.87;21-04-2003;XIV de Los Rios;Paillaco
83324-64593-MJ;contaminacion de agua;1.82;28-05-1996;VIII del Bio-Bio;Nacimiento
44859-8666-BK;mal olor;37.07;11-02-2015;XVI de Ñuble;Coelemu
19543-75125-NG;plagas;17.72;29-05-2005;VI del Libertador General Bernardo O'Higgins;Rengo
89817-69892-DF;contaminacion de la cadena trofica;30.34;29-02-1984;Metropolitana de Santiago;Pudahuel
74640-95709-DM;contaminacion de suelo;29.65;21-04-2019;III de Atacama;Tierra Amarilla
56005-55119-HB;contaminacion de suelo;31.36;21-07-1971;X de Los Lagos;Puqueldon
48999-94228-AE;ruido;46.67;25-04-2016;XII de Magallanes y de La Antartica Chilena;Punta Arenas
32044-94143-GA;plagas;1.21;21-09-2010;VI del Libertador General Bernardo O'Higgins;Codegua
98560-19474-JA;contaminacion del aire;19.23;11-07-1977;II de Antofagasta;Taltal
63561-58620-LE;contaminacion de suelo;29.88;21-02-2002;VIII del Bio-Bio;Los Angeles
91408-65071-DN;mal olor;35.84;23-03-2014;X de Los Lagos;Queilen
47404-65103-OA;destruccion del medio ambiente;32.57;12-09-1999;V de Valparaiso;Isla de Pascua
18269-82955-OA;destruccion del medio ambiente;48.05;22-12-2017;IV de Coquimbo;Canela
29544-19150-BN;mal olor;4.63;21-11-2009;Metropolitana de Santiago;Paine
72112-7614-GJ;contaminacion de suelo;8.45;02-11-2018;V de Valparaiso;Valparaiso
46787-59857-ID;contaminacion del aire;14.41;05-08-1998;V de Valparaiso;Petorca
36503-36764-DI;ruido;19.64;09-02-1962;V de Valparaiso;Cabildo
68647-41510-HA;radiacion;22.97;15-12-2016;Metropolitana de Santiago;Recoleta
86876-35549-HO;contaminacion de agua;20.02;08-09-2012;X de Los Lagos;Puerto Octay
95086-2308-IK;contaminacion de agua;37.85;06-08-2017;IV de Coquimbo;Ovalle
31808-80981-MH;ruido;37.54;26-10-2017;XI de Aysen del General Carlos Ibañez del Campo;Aisen
51592-34439-BI;destruccion del medio ambiente;2.08;23-05-2002;Metropolitana de Santiago;San Joaquin
62056-84415-BF;ruido;19.05;14-07-1992;VI del Libertador General Bernardo O'Higgins;Pumanque
6813-99551-AB;contaminacion de suelo;25.49;15-10-2017;V de Valparaiso;Catemu
4482-78338-EF;contaminacion del aire;47.36;15-10-2008;XVI de Ñuble;San Ignacio
96650-63790-BO;contaminacion del aire;5.66;09-03-2014;IX de La Araucania;Puren
80113-45041-ED;plagas;10.78;25-04-2006;Metropolitana de Santiago;La Granja
65425-1739-FB;plagas;42.6;23-10-2017;X de Los Lagos;Fresia
12298-70236-II;contaminacion del aire;0.86;22-12-1995;XI de Aysen del General Carlos Ibañez del Campo;Coihaique
66885-71055-MD;contaminacion de suelo;24.15;21-02-2013;II de Antofagasta;Calama
61004-60526-DK;destruccion del medio ambiente;11.23;11-10-2016;II de Antofagasta;Mejillones
69346-54823-GO;ruido;2.74;22-01-1985;IX de La Araucania;Villarrica
54054-54975-EE;mal olor;44.72;02-03-1983;Metropolitana de Santiago;Las Condes
86180-281-GA;contaminacion de agua;46.52;13-10-1955;XI de Aysen del General Carlos Ibañez del Campo;Coihaique
57468-41354-GF;contaminacion del aire;1.96;31-08-2012;IX de La Araucania;Vilcun
81-375-LO;radiacion;9.69;06-11-1987;V de Valparaiso;Olmue
32027-63171-BO;mal olor;39.1;03-02-2018;VIII del Bio-Bio;Penco
70299-60559-JA;radiacion;44.78;06-09-2008;X de Los Lagos;Cochamo
81330-76393-GB;ruido;49.16;02-12-1996;IX de La Araucania;Saavedra
99072-93495-KE;plagas;6.43;23-02-1984;X de Los Lagos;San Juan de la Costa
11920-11200-JM;ruido;5.47;26-04-2013;Metropolitana de Santiago;Padre Hurtado
27195-84936-IA;contaminacion del aire;40.38;10-02-1966;VII del Maule;Colbun
45217-14788-OK;contaminacion de la cadena trofica;15.56;02-04-1971;IV de Coquimbo;Paiguano
14103-91116-KM;destruccion del medio ambiente;27.92;08-04-2019;XIV de Los Rios;Rio Bueno
92047-84670-BF;contaminacion de suelo;3.46;07-07-1996;XVI de Ñuble;Portezuelo
28828-8691-HF;mal olor;23.2;31-08-2003;VII del Maule;Vichuquen
44046-50196-JB;destruccion del medio ambiente;23.38;13-07-2001;XIV de Los Rios;Valdivia
50291-78083-OJ;ruido;34.65;01-01-2012;V de Valparaiso;El Quisco
49290-46623-DN;destruccion del medio ambiente;37.21;01-03-1973;Metropolitana de Santiago;Quilicura
81552-2809-KN;mal olor;37.67;24-08-1989;IX de La Araucania;Curacautin
56659-38069-EB;radiacion;15.3;24-03-1994;XII de Magallanes y de La Antartica Chilena;San Gregorio
22251-60662-NJ;radiacion;30.88;28-08-2016;VIII del Bio-Bio;Lota
48189-52815-EF;contaminacion de la cadena trofica;27.8;18-12-1999;V de Valparaiso;San Esteban
58098-67354-IA;contaminacion de la cadena trofica;24.97;28-04-1984;Metropolitana de Santiago;Melipilla
59792-54934-KD;contaminacion del aire;11.17;16-08-1983;Metropolitana de Santiago;El Monte
98071-96073-BI;contaminacion de la cadena trofica;2.15;10-12-1975;IX de La Araucania;Los Sauces
82015-78373-BB;plagas;34.41;09-12-2011;IX de La Araucania;Freire
96474-51814-HE;ruido;26.17;26-05-1977;Metropolitana de Santiago;Huechuraba
45187-66891-MA;contaminacion de la cadena trofica;4.36;09-04-1989;II de Antofagasta;Calama
34525-11748-IB;destruccion del medio ambiente;29.26;16-10-2017;Metropolitana de Santiago;Cerrillos
81173-12094-BH;plagas;18.7;27-01-1994;Metropolitana de Santiago;Lo Barnechea
18998-48838-MD;contaminacion de la cadena trofica;32.64;20-02-2017;XI de Aysen del General Carlos Ibañez del Campo;Tortel
19511-72248-BM;contaminacion de agua;21.24;26-11-2005;IX de La Araucania;Nueva Imperial
36780-15796-LI;contaminacion de agua;14.92;09-10-2001;VIII del Bio-Bio;Antuco
38333-37972-BK;ruido;40.82;14-11-2012;Metropolitana de Santiago;Santiago
5732-41480-MM;contaminacion de la cadena trofica;3.07;26-01-2017;XII de Magallanes y de La Antartica Chilena;Porvenir
33118-67225-AL;contaminacion de agua;18.25;15-03-2010;X de Los Lagos;Cochamo
59796-55994-AB;destruccion del medio ambiente;8.77;20-10-2017;VIII del Bio-Bio;San Pedro de la Paz
48280-1370-IK;contaminacion de agua;49.45;15-05-1955;Metropolitana de Santiago;Pirque
31289-19634-GI;plagas;40.49;09-12-1996;X de Los Lagos;Rio Negro
25689-35762-EH;mal olor;37.07;25-08-2017;V de Valparaiso;Isla de Pascua
45586-11003-GA;mal olor;47.17;18-05-2011;VI del Libertador General Bernardo O'Higgins;Peumo
95459-21567-EF;contaminacion de suelo;49.1;26-10-2014;VII del Maule;Longavi
59104-95796-GB;contaminacion de la cadena trofica;33.97;10-11-1998;VI del Libertador General Bernardo O'Higgins;San Fernando
70741-47336-LK;contaminacion de suelo;7.12;25-10-2013;Metropolitana de Santiago;San Jose de Maipo
66520-59087-FB;plagas;42.25;03-11-2012;VII del Maule;Pencahue
97491-75700-KG;contaminacion de suelo;11.34;05-04-1986;Metropolitana de Santiago;Pedro Aguirre Cerda
26204-18866-IH;ruido;3.95;27-07-1976;VI del Libertador General Bernardo O'Higgins;San Vicente
91662-42228-NO;contaminacion del aire;2.16;06-01-1956;Metropolitana de Santiago;Puente Alto
63135-24839-KI;destruccion del medio ambiente;26.07;29-06-2009;X de Los Lagos;Chonchi
54341-15100-EI;ruido;12.41;10-10-1995;XIV de Los Rios;Paillaco
84703-75395-BE;contaminacion de suelo;16.66;11-02-2019;VI del Libertador General Bernardo O'Higgins;Graneros
48895-63759-HE;ruido;37.16;13-08-2005;VI del Libertador General Bernardo O'Higgins;Coltauco
27878-21616-KJ;contaminacion de suelo;44.57;11-07-2003;XII de Magallanes y de La Antartica Chilena;Porvenir
17709-6561-GI;mal olor;49.94;20-10-2009;VII del Maule;Molina
29223-73978-AJ;contaminacion de agua;6.48;30-09-2017;X de Los Lagos;Queilen
58496-23102-KK;contaminacion de la cadena trofica;27.65;29-10-2011;VI del Libertador General Bernardo O'Higgins;Nancagua
91349-66655-MH;mal olor;46.16;17-10-2006;III de Atacama;Huasco
53293-26209-LM;plagas;32.03;31-08-1967;Metropolitana de Santiago;Quinta Normal
55430-49360-ML;destruccion del medio ambiente;2.93;24-09-1995;II de Antofagasta;Antofagasta
44732-97440-OB;mal olor;48.12;02-12-1981;Metropolitana de Santiago;Pudahuel
13331-9803-GF;radiacion;21.18;10-06-2000;V de Valparaiso;Cabildo
17345-94735-FF;mal olor;31.6;02-08-1987;XVI de Ñuble;Quillon
98066-53285-LJ;contaminacion de suelo;24.08;24-01-2008;Metropolitana de Santiago;Alhue
35237-93878-FA;radiacion;19.12;13-04-1986;V de Valparaiso;Zapallar
34130-159-AN;contaminacion de agua;43.14;20-10-1994;X de Los Lagos;Fresia
33600-65594-LD;destruccion del medio ambiente;8.36;02-05-2012;VII del Maule;San Javier
59049-72875-BL;destruccion del medio ambiente;38.86;12-11-2008;Metropolitana de Santiago;El Bosque
87550-9231-JH;contaminacion de suelo;14.32;29-10-1999;V de Valparaiso;Limache
68383-42390-GO;destruccion del medio ambiente;26.33;31-05-2011;V de Valparaiso;La Ligua
98133-18488-NB;contaminacion de la cadena trofica;37.74;04-12-1986;XII de Magallanes y de La Antartica Chilena;Cabo de Hornos
20293-57199-HE;destruccion del medio ambiente;49.67;20-09-2011;V de Valparaiso;El Quisco
91914-1041-HA;contaminacion del aire;39.52;09-08-2006;X de Los Lagos;Frutillar
72457-67914-BL;mal olor;48.08;26-02-2019;Metropolitana de Santiago;Cerro Navia
11472-21540-GB;radiacion;2.9;17-12-1981;IV de Coquimbo;Monte Patria
96067-41018-ED;radiacion;20.15;27-06-1996;V de Valparaiso;Catemu
44835-54576-FO;contaminacion de agua;22.87;11-09-1983;VIII del Bio-Bio;Los Angeles
36764-86694-EB;radiacion;27.26;31-08-2005;XI de Aysen del General Carlos Ibañez del Campo;Coihaique
59662-32674-MH;plagas;27.26;03-03-2012;VI del Libertador General Bernardo O'Higgins;Machali
58382-40753-BB;radiacion;33.18;29-01-2018;XII de Magallanes y de La Antartica Chilena;Natales
6893-25005-IB;plagas;26.53;25-02-2001;Metropolitana de Santiago;Lo Barnechea
59636-58132-EB;destruccion del medio ambiente;13.36;22-11-2017;VI del Libertador General Bernardo O'Higgins;Requinoa
71345-4506-GM;contaminacion de agua;2.81;25-11-1990;VI del Libertador General Bernardo O'Higgins;Nancagua
36533-18193-EA;mal olor;48.68;10-08-1996;XII de Magallanes y de La Antartica Chilena;Natales
27507-99614-FH;radiacion;40.41;03-12-2008;Metropolitana de Santiago;Peñaflor
63346-36854-MI;mal olor;13.47;16-01-2014;V de Valparaiso;San Felipe
50405-68332-BF;contaminacion de suelo;5.23;05-01-1978;VI del Libertador General Bernardo O'Higgins;Coltauco
97632-1555-GO;contaminacion de suelo;17.57;29-09-1958;VI del Libertador General Bernardo O'Higgins;Santa Cruz
83362-95635-II;mal olor;12.34;06-08-1998;VIII del Bio-Bio;Mulchen
43112-66123-BN;contaminacion de agua;9.81;06-05-2010;VI del Libertador General Bernardo O'Higgins;Nancagua
56541-67057-GF;contaminacion de suelo;49.76;16-06-2019;VI del Libertador General Bernardo O'Higgins;Peralillo
915-5199-DF;mal olor;12.35;17-09-2011;VII del Maule;Pelarco
55428-85732-ME;mal olor;10.49;16-04-2010;V de Valparaiso;Puchuncavi
22580-50882-AF;mal olor;19.6;01-10-2005;Metropolitana de Santiago;Renca
42322-56018-BH;plagas;48.89;03-04-2015;IX de La Araucania;Freire
20256-74958-AB;destruccion del medio ambiente;39.8;20-06-1989;VIII del Bio-Bio;Nacimiento
71711-73370-BN;ruido;45.93;20-08-2002;I de Tarapaca;Colchane
84136-86745-JA;contaminacion de agua;34.28;16-05-2018;Metropolitana de Santiago;San Joaquin
8076-79128-AI;destruccion del medio ambiente;12.41;16-02-2003;V de Valparaiso;Papudo
77303-36209-AH;contaminacion de suelo;6.9;20-11-1999;V de Valparaiso;Limache
41292-10913-MG;contaminacion del aire;22.8;05-11-2009;V de Valparaiso;Cartagena
28408-48237-II;mal olor;9.91;14-10-2001;XII de Magallanes y de La Antartica Chilena;Antartica
84487-74752-BH;radiacion;44.34;30-10-2008;Metropolitana de Santiago;Pedro Aguirre Cerda
66443-62502-JD;mal olor;45.27;23-03-2014;V de Valparaiso;Hijuelas
74072-43515-ON;contaminacion del aire;39.66;22-11-1956;XII de Magallanes y de La Antartica Chilena;Antartica
85050-84278-OO;contaminacion de la cadena trofica;3.64;17-11-2009;IX de La Araucania;Perquenco
45928-55649-FB;radiacion;39.05;21-04-2011;X de Los Lagos;Quinchao
3340-39244-NJ;mal olor;41.69;11-03-2009;XVI de Ñuble;Cobquecura
28514-17383-AH;mal olor;14.81;18-03-1971;VII del Maule;San Rafael
90186-17261-EI;contaminacion del aire;33.8;06-11-2016;VII del Maule;Retiro
89043-17438-EI;radiacion;40.11;01-04-2013;XVI de Ñuble;Quillon
36524-29261-FM;contaminacion de agua;10.24;09-07-2005;VIII del Bio-Bio;Yumbel
72790-58198-BF;plagas;37.48;16-06-1968;V de Valparaiso;Hijuelas
11671-72302-BM;plagas;1.69;27-10-1974;Metropolitana de Santiago;Huechuraba
54971-78161-BM;contaminacion de suelo;25.41;18-01-2011;V de Valparaiso;Valparaiso
54863-37310-FM;contaminacion de agua;3.5;11-11-2016;VI del Libertador General Bernardo O'Higgins;Coltauco
43042-84275-GL;destruccion del medio ambiente;1.37;06-09-1982;VIII del Bio-Bio;Hualqui
33285-36817-NL;contaminacion del aire;18.13;27-08-2007;Metropolitana de Santiago;Peñalolen
99368-52965-LD;destruccion del medio ambiente;26.17;15-08-2014;X de Los Lagos;Maullin
13131-35476-KL;destruccion del medio ambiente;29.01;02-11-1996;IX de La Araucania;Vilcun
43132-61152-GG;contaminacion de la cadena trofica;26.29;22-02-2017;V de Valparaiso;El Quisco
22117-72783-HI;contaminacion de la cadena trofica;1.85;09-10-1996;VIII del Bio-Bio;Talcahuano
19028-40100-HK;contaminacion del aire;10.38;30-01-2002;Metropolitana de Santiago;Melipilla
71912-19503-HF;contaminacion de suelo;38.07;16-06-2015;VIII del Bio-Bio;Concepcion
29438-44288-IJ;destruccion del medio ambiente;13.77;24-01-2010;VI del Libertador General Bernardo O'Higgins;Nancagua
41558-39986-KM;mal olor;29.46;04-04-1993;XVI de Ñuble;Ñiquen
28866-90160-NG;plagas;31.45;30-08-1985;XIV de Los Rios;La Union
17591-34305-BI;contaminacion del aire;28.07;01-07-2017;Metropolitana de Santiago;Talagante
77393-67380-KJ;contaminacion del aire;41.06;04-06-1974;V de Valparaiso;Llaillay
98213-42158-GD;contaminacion de suelo;25.99;04-05-2007;IX de La Araucania;Cunco
18509-36572-DM;contaminacion de suelo;14.22;24-08-1992;V de Valparaiso;Hijuelas
76745-82334-FM;contaminacion de suelo;45.61;07-10-1993;V de Valparaiso;La Ligua
64133-19088-NJ;contaminacion de la cadena trofica;8.35;13-11-2003;III de Atacama;Huasco
60925-98233-LL;contaminacion de la cadena trofica;28.32;15-05-1998;X de Los Lagos;Quellon
43434-36035-OM;contaminacion de la cadena trofica;32.05;03-02-2006;X de Los Lagos;Chaiten
6434-64387-DE;contaminacion de suelo;36.45;10-09-1989;VII del Maule;Cauquenes
39040-70879-JL;ruido;0.92;10-05-2012;IV de Coquimbo;Ovalle
99103-44716-EF;radiacion;28.66;07-03-1962;XIV de Los Rios;Lanco
53773-64899-GB;contaminacion del aire;17.12;26-04-2019;X de Los Lagos;Llanquihue
79466-1788-NF;contaminacion de agua;14.07;23-02-2007;II de Antofagasta;Mejillones
44324-1861-OH;radiacion;12.54;07-06-2006;XI de Aysen del General Carlos Ibañez del Campo;Cisnes
22605-74739-LB;radiacion;43.36;10-08-2016;II de Antofagasta;Mejillones
