numero,tipo_contenido,duracion
23030,audio,23
23031,spam,39
23032,video,63
23034,video,7
23036,audio,32
23037,audio,61
23038,audio,32
23041,spam,53
23042,video,85
23044,spam,30
23045,video,59
23046,audio,40
23049,audio,57
23053,video,50
23054,video,51
23055,video,14
23056,imagenes,72
23057,audio,61
23060,video,20
23061,spam,27
23062,imagenes,43
23064,audio,61
23065,imagenes,7
23066,video,56
23069,imagenes,45
23071,imagenes,38
23072,spam,2
23073,audio,30
23074,audio,51
23076,video,23
23080,audio,14
23082,imagenes,38
23083,spam,36
23085,audio,61
23086,imagenes,14
23088,imagenes,32
23090,spam,88
23093,audio,25
23094,spam,65
23095,audio,90
23096,audio,28
23097,imagenes,10
23099,imagenes,54
23100,spam,43
23101,spam,34
23102,audio,70
23105,video,32
23106,video,31
23109,audio,36
23112,spam,88
23113,spam,23
23115,video,33
23118,imagenes,54
23122,spam,83
23125,spam,21
23126,spam,29
23131,spam,53
23132,audio,65
23133,audio,39
23134,spam,70
23136,imagenes,81
23143,imagenes,52
23144,video,63
23148,spam,62
23149,spam,38
23153,imagenes,50
23154,audio,28
23155,video,1
23156,audio,13
23157,spam,67
23158,spam,47
23161,audio,56
23162,imagenes,89
23164,imagenes,77
23168,imagenes,12
23170,spam,7
23172,imagenes,71
23173,video,41
23175,audio,71
23176,imagenes,69
23177,audio,5
23180,spam,81
23181,spam,19
23183,audio,64
23184,imagenes,25
23186,imagenes,21
23187,audio,50
23188,imagenes,28
23190,spam,72
23196,spam,11
23197,spam,4
23198,imagenes,43
23201,spam,38
23202,spam,75
23203,audio,22
23204,spam,63
23205,spam,1
23208,spam,54
23210,video,55
23211,imagenes,78
23212,spam,78
23214,audio,62
23218,video,59
23219,imagenes,90
23222,spam,73
23223,video,16
23224,video,19
23225,audio,24
23228,imagenes,34
23231,imagenes,30
23232,imagenes,82
23233,video,67
23235,imagenes,74
23236,audio,48
23237,audio,14
23238,audio,55
23241,audio,61
23242,video,49
23245,audio,51
23251,spam,43
23252,video,30
23253,video,3
23259,audio,89
23260,imagenes,84
23261,imagenes,29
23262,video,84
23263,spam,46
23264,video,79
23265,imagenes,49
23266,video,24
23268,video,39
23269,audio,22
23272,imagenes,67
23273,audio,71
23275,video,56
23276,audio,12
23278,imagenes,73
23281,spam,86
23282,imagenes,19
23283,imagenes,62
23284,audio,58
23285,video,86
23286,imagenes,23
23288,imagenes,65
23289,spam,66
23290,spam,89
23294,imagenes,37
23295,video,51
23296,audio,15
23300,imagenes,77
23301,spam,79
23303,video,65
23304,spam,65
23306,spam,65
23307,imagenes,20
23310,audio,75
23311,video,36
23313,video,30
23316,video,7
23317,audio,12
23318,audio,86
23322,video,79
23323,video,14
23325,imagenes,66
23327,video,43
23330,spam,25
23332,audio,70
23333,video,72
23335,audio,77
23336,audio,48
23337,spam,76
23338,spam,2
23340,audio,65
23341,audio,56
23343,spam,83
23344,audio,47
23345,imagenes,71
23346,imagenes,7
23347,audio,6
23349,video,39
23350,video,30
23351,audio,19
23353,imagenes,59
23356,spam,28
23357,spam,33
23358,video,56
23359,audio,24
23362,audio,87
23369,video,59
23370,video,54
23371,video,59
23372,audio,31
23373,imagenes,76
23375,audio,6
23376,video,62
23378,imagenes,68
23379,spam,6
23381,spam,86
23383,imagenes,16
23385,imagenes,57
23389,spam,84
23390,spam,40
23392,video,65
23393,spam,23
23394,spam,54
23396,audio,46
23397,audio,63
23398,video,81
23399,video,64
23400,imagenes,32
23404,spam,51
23405,imagenes,13
23408,spam,47
23410,imagenes,1
23411,video,73
23414,imagenes,56
23416,spam,86
23417,video,50
23420,video,24
23422,audio,28
23424,spam,28
23426,spam,60
23427,imagenes,86
23428,spam,42
23431,imagenes,39
23433,imagenes,18
23435,video,84
23439,imagenes,3
23440,spam,43
23442,imagenes,17
23445,audio,89
23446,video,70
23450,video,22
23452,imagenes,58
23453,video,62
23455,audio,54
23456,video,74
23457,video,14
23459,imagenes,17
23461,spam,15
23462,audio,56
23463,audio,85
23465,video,52
23466,video,5
23468,spam,71
23469,spam,60
23470,spam,5
23471,audio,2
23472,audio,52
23474,spam,5
23475,video,70
23482,video,87
23485,audio,8
23487,imagenes,83
23488,audio,56
23490,audio,44
23495,imagenes,43
23498,imagenes,33
23501,spam,20
23502,spam,77
23503,imagenes,90
23505,spam,16
23506,audio,6
23508,imagenes,9
23509,audio,65
23512,imagenes,78
23514,video,73
23516,video,85
23517,spam,53
23518,imagenes,37
23519,spam,17
23522,video,55
23524,imagenes,3
23525,video,47
23526,audio,42
23528,audio,90
23529,video,28
23532,video,35
23533,imagenes,1
23534,imagenes,50
23537,spam,44
23538,spam,27
23539,video,31
23540,video,85
23542,imagenes,81
23545,audio,78
23546,video,3
23547,spam,67
23548,imagenes,13
23549,video,78
23550,video,14
23554,audio,38
23556,audio,26
23557,video,9
23560,spam,41
23565,video,41
23567,video,88
23569,video,31
23570,spam,80
23571,spam,75
23572,audio,25
23573,imagenes,16
23574,video,37
23575,spam,16
23576,video,52
23578,video,73
23579,imagenes,8
23581,spam,30
23583,video,21
23589,video,45
23590,video,43
23593,video,45
23594,audio,10
23595,video,38
23596,video,15
23598,audio,12
23599,imagenes,21
23600,video,60
23601,imagenes,79
23602,imagenes,3
23603,spam,88
23604,audio,28
23613,video,8
23617,spam,90
23620,audio,82
23621,imagenes,48
23624,video,68
23625,audio,53
23627,audio,24
23628,imagenes,13
23631,imagenes,63
23632,audio,55
23634,audio,57
23635,audio,65
23637,video,70
23638,audio,48
23640,video,57
23641,audio,80
23645,video,12
23646,imagenes,57
23647,imagenes,38
23653,imagenes,1
23654,spam,37
23655,audio,64
23658,audio,82
23660,video,86
23661,audio,89
23662,audio,55
23663,audio,53
23665,video,28
23666,audio,3
23667,spam,23
23668,imagenes,17
23670,audio,76
23672,imagenes,72
23674,spam,5
23676,audio,60
23679,spam,42
23680,spam,22
23681,video,51
23682,imagenes,12
23684,spam,12
23686,spam,11
23690,spam,44
23691,imagenes,70
23692,imagenes,50
23693,audio,56
23694,audio,50
23695,imagenes,26
23696,video,33
23698,imagenes,22
23700,spam,25
23701,imagenes,67
23704,imagenes,11
23707,video,16
23709,video,73
23710,video,74
23711,audio,44
23715,video,46
23716,spam,75
23719,audio,4
23720,spam,10
23722,audio,4
23724,spam,26
23725,spam,49
23727,video,13
23731,spam,67
23732,spam,32
23733,imagenes,71
23735,imagenes,81
23739,video,9
23740,audio,31
23747,spam,36
23748,video,73
23750,imagenes,68
23752,imagenes,45
23753,spam,80
23754,audio,2
23758,video,40
23759,video,44
23760,imagenes,38
23761,imagenes,18
23764,imagenes,14
23767,imagenes,50
23768,imagenes,79
23769,imagenes,38
23773,imagenes,41
23774,imagenes,60
23775,imagenes,16
23777,spam,57
23780,video,64
23782,audio,45
23785,video,4
23787,audio,66
23788,spam,19
23790,imagenes,86
23791,imagenes,71
23793,audio,49
23794,audio,38
23795,video,67
23797,video,7
23798,spam,83
23799,audio,84
23802,imagenes,24
23803,video,38
23806,spam,83
23807,imagenes,44
23812,video,80
23813,spam,41
23819,imagenes,60
23821,video,66
23822,imagenes,48
23823,video,22
23824,video,41
23827,imagenes,53
23829,imagenes,21
23830,imagenes,37
23833,audio,14
23834,video,65
23837,spam,45
23841,spam,85
23847,imagenes,36
23848,video,66
23849,video,82
23851,imagenes,61
23852,spam,8
23855,video,64
23856,video,48
23857,audio,90
23858,video,26
23859,spam,37
23860,video,30
23862,video,6
23865,spam,71
23866,video,31
23867,imagenes,48
23868,audio,14
23871,spam,33
23873,audio,42
23877,spam,80
23878,spam,45
23881,audio,86
23884,spam,34
23887,imagenes,45
23889,imagenes,50
23890,imagenes,16
23892,spam,62
23893,audio,4
23894,imagenes,78
23895,video,42
23896,video,80
23897,imagenes,11
23900,audio,8
23901,imagenes,60
23903,imagenes,68
23904,video,39
23905,video,59
23906,imagenes,16
23907,spam,66
23908,audio,13
23910,audio,69
23912,imagenes,56
23917,audio,30
23920,video,66
23921,spam,54
23922,spam,4
23923,spam,44
23925,video,77
23926,video,62
23928,video,26
23931,audio,12
23935,imagenes,17
23936,spam,84
23937,audio,30
23938,spam,84
23943,audio,22
23944,audio,49
23945,imagenes,74
23947,audio,25
23948,spam,34
23949,video,62
23950,video,40
23952,audio,28
23953,video,14
23954,imagenes,42
23960,imagenes,44
23961,audio,12
23963,spam,62
23965,audio,79
23967,video,2
23968,audio,60
23970,video,38
23972,imagenes,75
23973,imagenes,79
23974,audio,22
23977,video,85
23979,audio,3
23981,video,77
23982,video,36
23984,spam,1
23985,spam,55
23986,imagenes,88
23988,video,36
23993,imagenes,72
23995,audio,90
23997,video,85
23998,audio,37
24000,video,62
24002,audio,57
24003,imagenes,44
24005,imagenes,70
24006,audio,27
24007,video,84
24009,audio,39
24010,audio,86
24011,spam,10
24012,imagenes,83
24016,audio,50
24018,audio,46
24020,video,71
24021,spam,23
24022,spam,10
24023,spam,14
24026,audio,9
24027,spam,58
24031,spam,39
24032,imagenes,18
24034,imagenes,2
24037,spam,38
24041,spam,43
24042,imagenes,76
24047,audio,84
24049,spam,65
24050,video,19
24051,imagenes,62
24053,video,47
24054,spam,52
24055,video,40
24059,spam,79
24060,video,72
24062,video,14
24064,imagenes,88
24067,imagenes,66
24069,imagenes,42
24073,spam,44
24075,audio,88
24077,video,31
24080,spam,13
24085,spam,72
24086,imagenes,65
24088,video,52
24092,video,13
24094,imagenes,41
24096,imagenes,29
24098,audio,27
24099,audio,65
24100,video,87
24102,imagenes,48
24106,imagenes,55
24107,video,16
24109,video,69
24110,imagenes,85
24111,audio,67
24112,spam,24
24113,video,79
24114,audio,3
24116,video,85
24117,imagenes,3
24118,video,63
24119,spam,12
24120,spam,80
24121,imagenes,80
24124,video,57
24129,imagenes,28
24130,video,85
24131,video,69
24134,imagenes,39
24135,imagenes,34
24136,video,78
24138,audio,35
24139,imagenes,2
24140,imagenes,12
24142,imagenes,18
24145,video,60
24148,video,16
24150,video,66
24151,spam,70
24155,audio,53
24157,audio,55
24158,audio,69
24160,video,56
24162,audio,30
24164,audio,20
24167,video,10
24169,imagenes,84
24170,video,87
24171,imagenes,39
24174,video,31
24176,audio,87
24179,imagenes,75
24180,imagenes,23
24184,spam,6
24187,audio,35
24191,spam,15
24193,spam,5
24195,imagenes,8
24199,imagenes,83
24200,spam,32
24202,spam,74
24203,imagenes,22
24205,audio,21
24206,imagenes,79
24207,audio,42
24209,spam,55
24211,audio,53
24213,spam,2
24215,spam,78
24216,imagenes,39
24217,spam,62
24218,imagenes,5
24225,audio,70
24227,imagenes,82
24228,spam,53
24230,imagenes,45
24237,audio,84
24240,video,55
24241,video,56
24244,spam,21
24245,video,88
24246,audio,77
24247,audio,82
24249,audio,23
24251,video,40
24253,imagenes,7
24254,spam,40
24256,video,60
24258,imagenes,67
24259,spam,14
24260,audio,78
24261,video,75
24262,spam,43
24267,video,86
24270,video,55
24271,video,30
24273,audio,68
24274,video,4
24276,imagenes,48
24277,video,42
24279,imagenes,2
24280,audio,78
24281,video,13
24283,video,20
24289,audio,19
24290,imagenes,73
24292,imagenes,23
24294,audio,49
24296,imagenes,83
24297,imagenes,43
24300,video,70
24304,imagenes,72
24306,imagenes,26
24307,video,39
24310,imagenes,50
24311,audio,18
24312,spam,1
24313,imagenes,78
24315,video,84
24316,spam,67
24317,spam,12
24318,imagenes,35
24319,video,67
24320,spam,6
24321,audio,32
24322,spam,54
24323,imagenes,89
24324,spam,66
24325,audio,7
24326,spam,5
24327,spam,36
24328,audio,3
24329,spam,27
24332,audio,73
24333,imagenes,73
24334,video,72
24335,audio,1
24336,spam,16
24337,imagenes,29
24339,audio,9
24341,spam,38
24342,spam,10
24344,video,24
24347,spam,6
24357,imagenes,71
24358,imagenes,65
24363,video,43
24365,spam,70
24367,audio,34
24370,video,33
24371,imagenes,55
24372,audio,3
24373,audio,89
24374,imagenes,75
24375,spam,25
24376,video,35
24377,imagenes,31
24381,imagenes,23
24382,spam,17
24384,spam,44
24385,audio,74
24390,imagenes,87
24391,imagenes,85
24393,audio,4
24394,spam,85
24395,imagenes,81
24398,imagenes,83
24399,video,83
24402,audio,32
24408,video,30
24410,audio,55
24411,audio,89
24413,video,39
24415,imagenes,28
24417,imagenes,69
24418,audio,44
24419,imagenes,82
24420,spam,9
24422,spam,24
24425,imagenes,46
24426,spam,60
24428,imagenes,31
24429,video,10
24430,imagenes,20
24432,video,79
24433,audio,65
24435,spam,10
24436,audio,32
24440,imagenes,74
24441,spam,1
24442,imagenes,61
24447,imagenes,13
24448,spam,6
24452,video,22
24455,video,50
24456,spam,4
24460,spam,60
24461,video,42
24462,spam,73
24465,video,79
24470,imagenes,25
24471,imagenes,77
24472,video,37
24473,video,27
24475,audio,8
24476,imagenes,1
24477,spam,9
24482,video,49
24486,spam,9
24487,video,63
24489,spam,43
24493,audio,26
24498,imagenes,61
24499,spam,78
24502,imagenes,22
24504,audio,75
24508,imagenes,3
24509,spam,81
24510,audio,13
24514,audio,11
24515,spam,77
24516,spam,33
24517,spam,2
24519,audio,7
24523,imagenes,38
24524,audio,84
24525,imagenes,39
24527,video,8
24529,spam,55
24542,spam,89
24544,spam,81
24547,video,41
24548,spam,69
24553,audio,76
24555,imagenes,47
24556,spam,72
24559,video,30
24560,video,5
24561,video,16
24562,imagenes,84
24563,video,25
24564,imagenes,49
24565,spam,5
24566,spam,44
24567,spam,19
24568,audio,34
24569,spam,45
24574,video,6
24576,spam,75
24579,imagenes,25
24581,video,31
24582,imagenes,86
24585,audio,3
24587,video,41
24588,audio,84
24592,video,51
24593,video,5
24594,imagenes,69
24599,spam,9
24600,video,53
24602,audio,84
24609,video,42
24610,audio,9
24613,audio,43
24614,video,40
24615,spam,20
24616,spam,4
24617,spam,72
24621,audio,87
24625,spam,57
24626,imagenes,13
24628,spam,46
24629,audio,17
24630,audio,69
24631,imagenes,48
24632,video,2
24633,spam,23
24635,video,47
24639,imagenes,64
24640,spam,74
24644,imagenes,33
24645,spam,50
24648,spam,52
24649,imagenes,78
24650,audio,30
24651,audio,9
24659,spam,36
24662,video,64
24663,spam,77
24666,imagenes,45
24669,imagenes,52
24675,imagenes,20
24679,audio,14
24681,video,32
24682,spam,67
24683,audio,63
24689,spam,60
24691,video,81
24693,audio,25
24694,audio,49
24697,imagenes,52
24704,spam,55
24705,video,70
24707,spam,68
24708,spam,40
24709,audio,66
24712,video,16
24713,imagenes,81
24714,video,67
24717,video,26
24718,video,79
24719,video,79
24721,audio,89
24722,video,29
24723,audio,5
24727,video,35
24729,imagenes,28
24730,video,31
24735,spam,60
24736,audio,61
24740,video,51
24742,imagenes,28
24743,imagenes,33
24747,imagenes,59
24749,imagenes,45
24752,imagenes,18
24754,spam,1
24756,audio,82
24757,audio,59
24758,imagenes,56
24762,imagenes,13
24763,audio,70
24764,video,69
24765,video,38
24768,imagenes,70
24769,video,87
24770,audio,89
24771,audio,18
24772,audio,22
24777,imagenes,10
24779,audio,83
24783,video,83
24784,audio,60
24785,imagenes,39
24786,spam,20
24787,imagenes,83
24788,video,72
24791,imagenes,6
24793,video,44
24794,imagenes,68
24795,spam,78
24798,spam,51
24799,video,3
24802,imagenes,33
24808,audio,86
24809,audio,88
24812,video,65
24813,spam,49
24814,video,14
24819,video,29
24820,audio,90
24821,imagenes,50
24824,audio,86
24826,audio,46
24831,spam,72
24832,video,54
24836,spam,19
24841,audio,35
24842,audio,47
24845,video,26
24846,imagenes,69
24847,video,61
24850,imagenes,11
24851,audio,9
24852,audio,90
24853,video,65
24854,spam,78
24855,video,31
24856,video,89
24857,spam,19
24859,audio,28
24861,spam,70
24862,audio,1
24865,spam,78
24870,imagenes,49
24873,spam,81
24874,audio,33
24875,imagenes,42
24878,spam,54
24879,audio,59
24880,spam,44
24881,audio,54
24882,audio,27
24883,video,9
24887,spam,20
24889,video,25
24890,imagenes,73
24893,imagenes,43
24894,imagenes,86
24895,spam,25
24896,spam,16
24898,audio,76
24899,audio,75
24901,audio,42
24902,imagenes,47
24903,audio,61
24904,audio,27
24906,spam,1
24907,spam,13
24908,audio,88
24909,spam,83
24912,spam,59
24913,imagenes,28
24916,video,87
24919,video,1
24922,video,9
24923,video,41
24925,audio,11
24927,audio,57
24929,spam,59
24933,audio,39
24936,spam,75
24938,video,67
24940,imagenes,67
24942,audio,52
24945,imagenes,34
24947,spam,34
24949,video,88
24950,video,66
24952,spam,74
24958,audio,66
24961,imagenes,57
24962,audio,18
24964,imagenes,45
24965,audio,25
24968,spam,71
24971,video,55
24973,video,17
24974,video,37
24975,spam,82
24977,audio,30
24981,imagenes,56
24982,imagenes,73
24983,video,2
24985,spam,71
24986,imagenes,76
24988,audio,71
24989,spam,3
24990,audio,74
24992,imagenes,58
24997,audio,65
24999,audio,33
25001,imagenes,51
25002,audio,89
25005,imagenes,53
25006,audio,77
25010,audio,5
25013,imagenes,10
25014,imagenes,32
25015,audio,83
25016,video,20
25017,audio,85
25019,imagenes,58
25020,video,46
25021,imagenes,86
25024,spam,41
25025,imagenes,71
25027,imagenes,54
25028,spam,64
25029,audio,15
25033,imagenes,54
25035,video,35
25039,audio,69
25040,audio,80
25042,spam,72
25043,audio,16
25048,audio,78
25049,video,12
25050,imagenes,83
25051,audio,17
25053,spam,58
25054,video,60
25057,spam,40
25058,audio,69
25059,imagenes,65
25060,video,80
25062,spam,88
25063,audio,57
25064,audio,11
25067,video,46
25070,spam,89
25071,spam,67
25072,audio,40
25073,spam,2
25074,video,71
25075,audio,83
25076,video,66
25077,audio,36
25080,spam,58
25081,imagenes,53
25083,audio,66
25085,spam,12
25089,spam,74
25090,spam,1
25091,imagenes,43
25095,video,75
25097,imagenes,81
25099,imagenes,76
25100,spam,88
25102,audio,37
25103,imagenes,13
25105,spam,59
25108,spam,69
25112,video,54
25113,audio,54
25117,audio,13
25118,imagenes,54
25122,video,15
25123,audio,74
25124,spam,74
25125,spam,51
25126,audio,69
25128,spam,10
25129,imagenes,32
25132,audio,84
25133,video,74
25135,video,28
25137,spam,86
25141,video,66
25143,spam,88
25144,spam,35
25146,imagenes,28
25152,audio,4
25153,video,12
25155,imagenes,83
25156,video,76
25157,video,88
25160,video,20
25164,imagenes,38
25166,spam,81
25169,audio,26
25170,audio,13
25171,imagenes,11
25174,spam,36
25175,audio,35
25176,spam,17
25177,video,57
25179,spam,70
25186,video,77
25189,imagenes,14
25191,spam,90
25192,spam,38
25193,audio,44
25196,audio,85
25197,imagenes,19
25198,imagenes,43
25199,imagenes,82
25200,audio,60
25203,video,11
25204,video,69
25206,video,25
25210,imagenes,25
25212,imagenes,70
25213,audio,32
25214,audio,62
25216,spam,2
25218,spam,70
25220,video,59
25221,audio,5
25225,audio,54
25226,video,18
25227,audio,70
25229,imagenes,27
25230,video,17
25234,imagenes,39
25236,spam,45
25238,audio,5
25240,video,28
25242,audio,32
25243,video,15
25245,video,8
25246,spam,85
25248,audio,63
25249,audio,48
25250,audio,56
25253,imagenes,1
25255,audio,38
25256,video,21
25257,imagenes,20
25258,audio,39
25262,imagenes,61
25266,video,69
25267,spam,71
25269,imagenes,8
25270,imagenes,66
25274,audio,11
25276,imagenes,83
25277,audio,66
25278,imagenes,30
25279,video,50
25283,imagenes,29
25284,video,27
25286,audio,90
25288,video,14
25290,spam,18
25291,audio,76
25294,audio,83
25296,imagenes,89
25297,spam,56
25299,spam,58
25301,audio,78
25308,video,86
25309,spam,44
25312,spam,55
25314,video,34
25316,video,77
25320,spam,72
25322,imagenes,42
25324,video,66
25325,video,46
25329,spam,78
25331,imagenes,45
25333,imagenes,6
25334,imagenes,45
25336,video,10
25337,spam,45
25338,imagenes,61
25342,video,49
25343,imagenes,80
25344,video,43
25350,imagenes,34
25351,video,25
25352,video,34
25353,spam,28
25354,imagenes,57
25355,imagenes,1
25357,video,26
25358,video,49
25361,spam,34
25362,audio,53
25363,spam,17
25367,spam,72
25368,spam,55
25369,video,25
25370,video,89
25373,audio,63
25374,audio,69
25375,video,28
25378,imagenes,19
25379,spam,63
25380,imagenes,53
25382,audio,2
25385,spam,36
25387,audio,38
25390,video,11
25391,imagenes,2
25392,audio,47
25394,audio,73
25398,imagenes,59
25399,video,56
25400,audio,72
25401,spam,56
25405,imagenes,18
25406,audio,64
25407,video,44
25410,audio,19
25412,audio,86
25413,audio,1
25414,video,54
25416,spam,10
25421,spam,14
25422,video,53
25423,video,55
25429,audio,1
25430,imagenes,28
25432,video,73
25434,imagenes,1
25436,imagenes,41
25437,audio,82
25439,audio,60
25440,imagenes,66
25442,video,55
25443,video,47
25449,audio,52
25450,video,16
25456,audio,37
25459,spam,70
25460,spam,5
25465,audio,55
25467,imagenes,9
25468,imagenes,54
25471,audio,65
25472,audio,26
25473,imagenes,26
25477,spam,75
25478,spam,23
25482,imagenes,79
25487,video,5
25489,video,3
25493,video,37
25494,video,20
25496,imagenes,35
25497,imagenes,59
25500,spam,12
25504,spam,9
25505,imagenes,48
25508,imagenes,1
25511,video,29
25512,audio,60
25513,spam,60
25515,audio,29
25518,imagenes,60
25519,audio,88
25520,audio,62
25523,video,64
25526,spam,49
25530,spam,1
25533,audio,46
25534,imagenes,39
25537,video,67
25544,video,42
25553,video,44
25555,video,75
25556,video,23
25557,video,54
25559,spam,26
25560,imagenes,29
25561,imagenes,19
25562,audio,14
25564,spam,72
25566,audio,66
25570,video,53
25572,audio,90
25574,video,51
25575,spam,9
25576,imagenes,34
25577,video,69
25578,audio,45
25579,imagenes,67
25581,audio,87
25582,video,58
25583,imagenes,83
25585,audio,62
25586,imagenes,14
25587,imagenes,30
25590,imagenes,89
25594,video,88
25596,spam,87
25597,video,27
25598,audio,40
25599,spam,26
25600,video,46
25601,imagenes,72
25603,spam,80
25604,spam,7
25605,video,25
25606,audio,73
25607,imagenes,9
25609,audio,55
25614,video,58
25615,video,2
25616,audio,76
25618,imagenes,63
25621,spam,11
25622,imagenes,70
25623,imagenes,59
25625,audio,9
25627,video,37
25631,spam,43
25632,audio,26
25633,audio,18
25635,video,78
25636,imagenes,88
25637,spam,67
25639,spam,72
25640,audio,75
25642,video,42
25644,video,33
25645,audio,11
25647,imagenes,82
25648,spam,27
25649,spam,61
25650,imagenes,29
25653,video,30
25654,audio,59
25655,audio,7
25656,video,32
25658,video,41
25659,spam,50
25660,imagenes,74
25661,spam,49
25663,video,83
25666,spam,41
25667,video,25
25668,video,5
25669,audio,50
25670,audio,65
25671,spam,49
25677,audio,58
25678,video,30
25679,imagenes,31
25680,imagenes,55
25681,audio,55
25682,imagenes,66
25686,audio,40
25691,imagenes,77
25695,audio,68
25696,video,1
25699,video,89
25701,audio,21
25702,audio,15
25705,audio,36
25706,spam,15
25707,imagenes,78
25709,video,24
25710,spam,76
25711,video,32
25712,spam,2
25713,imagenes,27
25714,audio,73
25716,video,44
25720,spam,2
25725,audio,82
25729,video,79
25731,spam,4
25733,spam,89
25734,spam,45
25735,audio,34
25736,spam,28
25739,imagenes,3
25740,spam,47
25741,spam,60
25743,audio,38
25747,imagenes,12
25749,audio,58
25750,video,8
25756,video,65
25757,video,27
25758,imagenes,39
25759,video,80
25761,audio,80
25762,audio,73
25765,audio,48
25770,audio,55
25771,audio,60
25772,video,87
25773,spam,58
25774,video,53
25777,spam,80
25779,audio,4
25780,audio,4
25781,audio,23
25782,audio,49
25783,video,20
25784,audio,65
25786,imagenes,34
25787,imagenes,44
25788,audio,3
25796,video,6
25802,imagenes,45
25806,spam,27
25808,imagenes,59
25809,spam,44
25810,imagenes,8
25812,audio,44
25815,video,78
25816,imagenes,77
25820,spam,4
25822,audio,2
25823,video,49
25825,video,72
25827,spam,7
25828,imagenes,9
25830,audio,31
25831,audio,36
25832,audio,85
25835,video,14
25837,spam,83
25839,video,34
25840,audio,70
25843,spam,51
25844,audio,7
25846,audio,57
25850,spam,84
25851,imagenes,44
25854,imagenes,79
25862,spam,8
25866,imagenes,56
25868,audio,14
25869,audio,54
25873,audio,38
25874,audio,29
25876,audio,34
25877,video,78
25878,audio,71
25879,video,46
25881,video,89
25883,video,29
25885,spam,9
25886,imagenes,70
25888,audio,57
25894,spam,45
25895,imagenes,37
25899,spam,18
25903,spam,43
25905,imagenes,69
25908,spam,62
25909,audio,89
25911,audio,44
25913,imagenes,10
25915,audio,41
25916,spam,45
25917,audio,45
25918,imagenes,4
25920,audio,62
25923,spam,39
25928,spam,3
25929,imagenes,23
25930,video,4
25935,audio,36
25941,audio,85
25942,audio,4
25943,audio,23
25947,spam,51
25948,video,43
25951,spam,85
25953,imagenes,52
25955,video,33
25956,spam,42
25960,imagenes,31
25962,imagenes,30
25966,video,30
25967,spam,8
25968,spam,59
25969,audio,85
25970,imagenes,10
25972,spam,23
25974,audio,42
25976,spam,38
25977,audio,64
25978,spam,31
25980,video,63
25981,audio,82
25982,spam,10
25983,spam,73
25989,spam,48
25990,spam,46
25994,audio,61
25995,video,32
25998,imagenes,24
26002,spam,14
26003,video,59
26004,spam,77
26005,video,78
26008,audio,15
26009,spam,48
26011,audio,6
26012,spam,56
26014,video,63
26015,imagenes,40
26016,video,49
26024,imagenes,62
26025,audio,6
26028,video,43
26029,video,49
26030,audio,71
26031,video,72
26034,imagenes,19
26036,audio,6
26040,imagenes,83
26042,imagenes,88
26046,audio,63
26048,audio,14
26049,video,24
26052,video,44
26053,imagenes,24
26055,video,2
26061,spam,2
26066,imagenes,85
26068,audio,39
26072,audio,68
26073,imagenes,70
26076,spam,54
26077,spam,71
26080,video,52
26082,imagenes,69
26084,video,87
26085,video,63
26086,video,25
26087,audio,88
26089,imagenes,51
26090,audio,62
26091,video,49
26093,video,71
26096,imagenes,29
26097,video,14
26098,audio,59
26099,spam,69
26100,imagenes,4
26101,video,18
26102,imagenes,16
26106,spam,1
26107,spam,6
26109,spam,69
26113,imagenes,25
26116,imagenes,36
26117,audio,71
26118,audio,48
26119,spam,69
26122,imagenes,61
26124,video,34
26125,audio,43
26126,video,3
26127,imagenes,46
26129,imagenes,57
26130,imagenes,88
26132,imagenes,23
26134,audio,22
26135,video,71
26136,spam,32
26137,video,7
26140,spam,57
26141,spam,72
26142,audio,78
26145,spam,19
26146,audio,38
26149,video,17
26150,audio,78
26151,audio,32
26154,video,3
26156,video,49
26162,spam,24
26163,imagenes,42
26166,spam,68
26170,spam,59
26171,video,66
26172,audio,33
26175,audio,69
26177,imagenes,24
26179,video,62
26181,imagenes,78
26183,video,23
26185,spam,78
26186,video,73
26187,audio,17
26188,audio,61
26190,video,64
26191,spam,81
26193,video,1
26195,spam,80
26196,audio,56
26197,video,65
26198,spam,63
26199,audio,18
26203,audio,81
26204,video,57
26206,audio,5
26208,audio,88
26210,audio,90
26211,audio,66
26212,spam,36
26213,imagenes,3
26215,audio,22
26219,video,87
26220,video,49
26227,audio,35
26229,audio,16
26231,imagenes,72
26234,video,86
26235,imagenes,33
26238,spam,46
26239,spam,30
26240,imagenes,38
26241,spam,61
26244,video,28
26245,spam,41
26248,video,32
26249,imagenes,30
26254,audio,10
26255,imagenes,25
26256,video,76
26257,audio,77
26259,imagenes,39
26263,spam,11
26264,spam,15
26266,audio,11
26268,spam,29
26269,video,39
26271,imagenes,70
26272,imagenes,62
26275,video,70
26295,imagenes,14
26297,imagenes,54
26298,video,19
26300,audio,52
26303,imagenes,10
26308,spam,56
26310,audio,15
26312,imagenes,40
26313,imagenes,21
26314,audio,81
26315,spam,16
26317,audio,33
26320,audio,3
26321,spam,9
26322,audio,39
26324,spam,54
26326,video,88
26330,video,27
26331,imagenes,1
26333,audio,20
26335,imagenes,80
26339,audio,37
26340,video,1
26341,imagenes,68
26342,imagenes,34
26344,spam,5
26345,audio,3
26346,spam,83
26348,video,58
26353,spam,54
26354,audio,61
26355,audio,23
26359,video,78
26360,video,47
26361,spam,82
26365,imagenes,68
26367,audio,24
26369,spam,21
