numero,fecha_dictamen
53998-3440-IG,2008-06-11
49252-2902-FB,2017-09-19
71839-31114-AF,2005-04-20
24723-59332-OI,1999-05-31
18375-85939-IF,2009-10-11
48853-30088-HH,2019-08-27
61231-69783-DB,1997-05-02
42585-66937-BO,2005-02-12
1324-77621-MH,1994-11-09
53278-21074-LO,1984-08-21
72748-2728-JD,2012-07-09
58148-7435-DG,2009-10-25
60187-12797-FG,2017-07-23
38555-79809-EL,2017-08-27
16178-25360-OA,2017-08-11
41430-3752-FD,2016-01-07
37242-57321-DF,2019-06-07
77266-6431-DA,2018-08-12
4714-44536-AK,2018-02-03
76620-31152-DN,1997-11-25
42880-31965-OJ,2019-04-18
21905-83112-BJ,2012-10-09
54305-66096-LO,2008-10-07
2113-41711-GF,2004-10-01
65306-4849-II,2013-07-06
11611-45089-II,2018-10-05
67994-50165-NM,2014-12-01
30254-34841-GH,1976-10-22
61467-69715-ID,2013-05-03
94202-86138-ID,2018-06-18
51016-87104-JD,2014-07-19
31308-50827-OB,2013-09-18
27939-60612-MJ,2014-08-13
23769-25702-DG,2019-04-26
67059-59829-EB,2019-04-29
67326-46297-BN,2006-10-11
1803-87613-DG,1999-08-29
85350-54922-BA,2018-10-24
39165-97361-BJ,2006-04-26
68392-36455-KD,1993-11-14
9949-12617-OH,1987-05-07
53785-74249-KA,2004-12-27
22716-33723-LA,2009-06-26
98808-32199-AF,2019-08-18
64486-76698-OO,2018-06-08
68264-916-GB,2005-06-09
66323-59948-EJ,2019-04-23
63467-56206-KN,2016-12-02
3212-89221-LG,2017-05-23
72250-93688-OB,2012-02-18
23542-6521-HO,2018-07-22
65248-76157-GK,2013-01-01
41066-97414-LA,2017-06-07
98299-98880-BM,1991-10-24
11214-30778-EN,2001-05-04
89190-4639-EG,2009-10-14
56883-73822-LK,2017-02-17
5336-51848-IA,2017-01-11
84468-63588-KB,2015-09-26
82681-78520-HB,2018-06-23
47897-16099-OG,2004-06-17
37495-15479-IM,2000-12-06
3613-745-GL,2008-08-13
30824-29598-HK,2018-02-21
63334-46830-NJ,2014-09-20
31528-22325-FG,1987-07-11
77311-87093-JB,1992-06-01
98551-43158-KH,2018-07-31
48440-83564-ED,2006-03-12
59559-90346-OJ,2016-07-27
31375-22060-HK,2017-09-13
59824-75534-GJ,2012-01-04
87258-40093-EG,2013-11-21
29395-63500-JE,2007-03-01
14019-94891-MB,2001-08-06
19273-7732-NH,2014-04-14
14207-57527-BO,2018-10-21
43232-56534-BD,2017-01-22
70789-64475-HA,2018-05-30
9108-65194-DD,2018-12-01
12574-98954-DO,2016-11-21
80081-50573-AK,2018-06-30
47673-21569-EG,2003-05-19
28275-64416-AM,2018-08-27
22437-44744-OB,2019-03-16
31989-65752-IJ,2006-10-05
84307-62362-FD,2001-06-08
99815-18657-BJ,2011-01-29
98213-55369-NI,1989-10-10
71226-55554-FB,2019-08-24
30705-42275-KB,2011-03-17
26571-62998-AK,2019-08-06
95751-4145-KA,2011-03-11
21267-92587-EK,2019-03-25
10553-54105-BH,2018-07-03
74813-71563-DE,2018-06-11
81317-27610-AD,2016-07-11
4677-69238-GL,2017-08-19
86172-73686-FK,2018-09-20
554-51324-KF,2001-12-04
72963-84091-EN,2001-06-10
42598-5356-OH,1989-05-31
4590-73571-FF,2018-03-08
16889-86074-LD,2016-03-12
33922-26253-HG,2018-10-22
8386-17848-HF,2019-01-22
50123-66017-MA,2005-10-10
76018-59676-OJ,1991-02-23
46339-13049-JB,2016-08-24
72825-99323-JB,2014-03-12
73657-345-BE,2017-08-25
7978-55710-BF,2019-04-24
34642-8061-HO,2018-10-07
93564-87535-MB,2012-03-14
49606-20228-JF,2018-06-22
18784-89894-AJ,2018-12-24
98170-65716-OF,2018-08-23
25774-63753-DN,1995-02-26
95713-23444-AG,2019-03-13
31936-37778-NB,2010-11-05
76084-35882-KD,1965-09-22
94524-67735-IO,2017-01-18
46937-71917-HA,1989-04-15
57554-69570-JK,2013-05-26
18780-55378-GN,2007-07-23
76725-30915-IB,1984-03-31
17636-18316-GA,2013-01-14
14784-59817-JE,1982-07-09
61437-93974-OE,2009-10-25
24367-46488-EN,2016-08-22
18371-27022-EO,2016-09-30
46428-64541-BB,2015-07-23
27933-84405-DJ,2019-05-05
15550-59729-BM,2014-07-06
70101-14745-AB,2016-05-03
21339-29646-AH,1979-06-06
13246-89810-EH,2015-07-16
36065-65565-LL,2010-05-24
73740-9594-BK,2004-02-25
23320-44993-AK,2017-10-04
908-37702-KN,2017-07-31
66514-21049-HM,2011-02-05
75425-25048-JF,2009-07-20
3283-71662-BK,2008-12-07
35718-20189-HO,2002-12-25
44541-27322-AA,2009-03-05
39837-90374-JF,2003-01-20
29112-24208-JD,2019-08-01
48616-30671-ML,1999-11-18
45659-80672-LI,2015-11-27
77801-99462-HE,2019-08-24
74811-67163-NB,2013-06-07
42297-51443-KA,2010-05-28
27429-48422-GO,2018-02-20
11787-45742-DL,2018-06-09
36245-85892-AB,2018-09-27
21403-50758-II,2011-09-10
39812-1409-KF,2011-12-14
8448-90738-EI,2009-12-16
75780-13370-BE,2015-06-19
44263-60596-EE,2005-06-14
28009-55143-IE,2008-01-03
11775-81866-MA,2018-09-27
76259-30551-DD,1994-10-10
27985-29672-LH,1997-09-06
80758-84440-OB,2010-12-16
36165-41316-JF,2006-10-06
33023-73811-AK,2019-06-22
45472-80704-KG,2019-04-12
36587-33774-LH,2019-07-28
2612-37928-KL,2011-03-31
4082-17188-DH,2019-08-11
83412-79387-BN,2099-05-08
2101-7496-FF,1995-12-09
4150-29354-EL,2016-01-09
60899-57668-HJ,2018-12-11
29890-3480-HJ,2016-04-02
64843-85990-LB,1989-02-14
28956-56770-IJ,2018-12-21
35310-22084-BK,2016-05-15
10823-3979-HF,1993-05-20
44109-27905-MB,2016-12-26
28991-82415-HF,1994-07-29
9213-69948-IK,2018-03-14
29170-85265-LH,2009-05-14
65068-59902-JD,2019-08-24
66252-23808-DI,2011-09-07
75537-82403-GJ,2018-07-03
35140-39690-LO,1993-02-13
48532-25743-BF,2006-11-22
53031-45778-AB,2008-07-12
3129-62421-IH,2019-03-23
71793-20813-KB,2010-12-20
81027-76147-FB,2013-10-12
23732-15406-BD,2001-09-07
24893-20540-NL,2002-01-18
71647-48475-OH,2016-05-13
50184-78308-IF,2013-02-23
66476-56729-MI,2005-11-16
4655-24559-LJ,2018-05-24
75571-83713-DJ,2014-08-25
85482-61404-EJ,2003-06-19
53927-99542-OL,2005-03-09
28971-67952-BL,2018-10-03
61753-62474-BK,2003-02-01
93293-62299-DE,2014-07-17
35699-95115-FO,2019-03-01
83987-28475-HF,1990-08-12
33649-68449-OK,2099-01-10
40400-9961-FN,2019-08-17
99364-85593-IE,1985-07-03
90302-26874-FD,1976-10-13
68112-40325-DA,2008-04-09
38278-45986-NG,2007-11-28
30475-67302-BN,2006-05-23
68948-25819-IJ,2015-05-11
39735-95847-NI,2002-08-03
81371-21858-NG,2014-11-20
46217-17658-BH,2018-07-19
24317-61395-BK,2019-05-24
82309-10945-LA,2017-04-17
55440-95348-AK,2019-07-19
6496-24719-AF,2019-06-03
36188-66151-BE,2018-12-28
8298-67553-NE,2014-04-15
28312-35440-HA,1989-06-20
82511-17920-OK,2017-08-23
83360-23706-DL,2019-08-02
48767-51002-AG,2010-08-05
69101-75930-BB,1983-06-02
53952-46551-GB,2014-01-08
15584-23683-IH,2019-06-14
68585-12951-GG,2018-08-27
43528-55734-HE,2014-07-03
58410-12032-BE,2017-10-03
79987-49128-FA,2018-07-15
92079-42932-GK,2007-01-01
64541-91515-KB,2015-10-18
93481-11178-BG,2004-01-16
16281-49822-HL,1995-06-30
49922-58067-AN,2019-07-27
8396-62414-NL,2016-04-18
59592-53550-OM,2018-12-13
93451-13175-HH,2019-05-25
44145-4522-BO,2019-05-26
79974-54462-FF,2015-08-09
27034-17896-KD,2004-08-28
67503-32605-LH,2011-04-17
30516-41706-KD,2018-02-17
167-5462-LO,2014-02-26
55635-33366-LG,2017-12-07
87152-18670-FF,1995-03-30
24500-73352-AK,2019-07-18
22869-74986-OJ,2017-05-03
71747-74070-BB,2018-04-01
91781-82468-ME,2018-06-20
99388-45484-MG,2015-11-22
21638-1668-DD,1998-01-12
51210-9748-BA,2013-03-08
88748-84643-BB,2018-07-19
50072-59643-GK,1992-04-19
30578-65960-IJ,2019-05-29
70780-12569-MN,2006-12-12
72068-63773-AL,2007-12-05
81825-66384-IO,2002-07-14
4541-15845-FK,2010-02-16
79567-50319-IB,2011-05-12
20744-29055-MB,2015-12-30
84922-88399-KM,2019-01-21
81300-59955-MF,2010-10-16
71561-20367-HK,2019-08-03
28059-76392-EB,2007-07-17
12607-21807-FE,2008-05-24
88897-48982-OD,2016-10-09
50233-277-EE,2017-01-20
18854-70959-BE,2018-02-27
31968-27186-II,2008-07-11
12178-51864-NI,2013-02-23
15979-93410-NL,2019-05-29
40235-93861-JB,2019-06-06
5388-80980-NI,2009-02-05
45477-13028-MB,2019-04-10
75205-10246-LN,2004-08-02
19789-84889-GN,2017-07-04
46402-14147-IL,1985-11-07
45036-23713-NO,2019-03-12
99019-68487-BO,2019-04-18
6852-11642-EL,2008-03-06
48349-64333-EO,2007-05-06
74544-77952-JD,2018-11-19
56314-17077-KN,2008-08-15
24364-23699-HA,1993-04-12
83370-83026-ML,1990-03-12
23006-75673-AB,2003-04-14
16671-55014-NO,2014-11-03
14143-65614-IG,2003-07-08
46107-63264-OM,2017-08-21
89301-66511-FN,2005-06-27
58623-12466-JB,2004-08-10
30393-61148-FE,2004-07-26
65965-32685-LJ,2002-01-30
72487-41572-HG,1993-04-09
19099-8958-AD,2003-10-12
90070-14076-DO,2019-02-02
71025-73786-BI,2018-06-02
47742-43902-JN,2011-02-03
3270-65524-OG,2007-05-20
89437-529-IN,1997-09-15
75801-77947-NE,2006-12-04
48647-15964-FD,2009-08-24
63910-90489-GB,2018-04-14
64914-42202-KF,2011-03-31
84047-86164-BD,2012-08-23
96206-55343-MB,2007-08-06
39187-92594-BI,2016-10-30
26020-12440-BM,2017-12-04
84915-28329-DI,2015-11-15
3437-75076-FK,2018-09-21
30548-20577-BI,2018-06-14
74259-54136-BA,2002-01-10
63431-12287-LF,2001-01-21
1603-45843-HN,1981-07-14
5027-69994-FB,2018-12-21
44006-6384-FL,2018-06-22
79252-78136-BM,2018-10-05
36470-81937-OF,2016-04-29
94101-2934-DN,2019-06-29
18016-13639-IE,2018-08-23
10155-64144-MG,2003-01-28
41202-29043-OH,1990-02-01
7170-60420-NK,2006-08-01
87903-4102-KO,2014-12-11
83170-53573-IG,2014-11-24
84191-65073-GO,2007-12-25
79029-71813-KK,2018-02-27
55406-85608-FD,1992-03-23
66835-98645-OH,2017-01-20
18021-41005-DN,2014-04-14
92415-38609-JB,1991-08-06
11171-42676-FE,2003-06-03
38009-73465-BL,2011-09-04
55638-45155-IN,2017-03-20
42763-18578-LG,2018-10-12
35210-94604-AL,2018-02-18
61909-30505-NH,2018-02-08
16976-87231-MO,2019-01-26
11874-55175-BG,2017-11-19
99304-91350-KO,2014-12-15
63110-99298-II,2019-02-20
46986-89891-JL,2005-06-12
36703-83288-DD,2018-07-20
74062-83951-JO,1984-05-30
2714-16584-LM,1995-11-08
9144-98375-JE,2010-07-10
32552-57067-BF,2007-03-16
65256-92337-MM,2006-07-25
29728-15804-FF,2017-04-19
40404-92980-KM,2013-01-24
68837-87281-NK,2017-07-13
83107-40616-MM,2007-10-02
69308-72486-OB,2007-11-30
33488-5851-BM,2019-02-25
15728-4135-FB,2009-01-30
72764-90140-DM,2017-12-14
57244-57175-LO,2005-06-22
82687-13803-FD,1974-11-27
69598-49346-DH,2017-08-05
91726-59797-FH,2014-06-18
60166-7174-DB,2016-07-01
45908-95932-IH,2017-01-20
94823-77838-EK,2013-10-03
417-78963-LF,2019-05-27
89051-63547-GE,2008-07-24
76798-70477-AI,2010-12-05
40244-6049-IB,2011-03-18
62221-60055-AD,2016-12-05
14197-80858-BO,2019-03-17
45984-33587-GM,2013-02-23
54550-98204-HN,2018-09-03
70016-20996-LA,1991-04-20
89913-31036-AD,2019-08-16
8899-33931-AJ,1993-11-02
32580-56519-BO,1992-03-08
81422-90193-AA,2018-10-04
30626-21971-NB,2016-10-18
70172-1673-BK,2005-04-30
30955-51558-DA,2011-05-03
84792-90027-DB,2016-07-26
72570-25675-BE,2019-08-30
8361-75875-BN,2017-04-14
23549-7549-DB,2004-12-03
83259-64045-HN,2019-08-11
69456-43570-BO,2018-05-29
87907-35238-GF,2019-02-07
47314-82829-NL,2014-12-07
77524-75632-EF,2015-07-04
1465-44209-HG,2014-04-29
66303-99608-BI,2009-08-04
31203-94235-IO,2012-11-17
9847-87149-BN,2019-04-06
24620-53775-FB,2019-02-18
97482-43395-IA,1993-02-01
80972-32370-BM,2017-03-22
55282-49217-MJ,2019-01-31
46038-22002-EF,1997-02-22
31549-68056-BL,2018-08-05
5503-34726-BI,2016-10-04
58959-53951-HF,1994-03-15
76777-43745-NB,1967-04-20
2395-76758-MF,2011-06-22
95426-19121-LD,2014-04-07
96211-61479-KE,2012-03-30
33314-81598-IN,2015-09-30
61005-66474-II,2009-08-05
60006-90822-OJ,2011-04-03
94122-14252-EG,2017-10-12
41968-35881-OM,2011-12-30
89168-76366-IE,2015-12-03
11252-34017-FM,2008-10-08
56891-30647-MH,2002-09-15
69289-39522-MI,2012-11-11
38588-35532-FF,2013-09-09
82131-52625-HG,2016-07-31
10243-6259-KH,2019-08-08
53601-39272-JE,2019-04-07
16889-38244-KF,2004-10-17
50543-22876-DB,2010-10-24
42900-97747-KJ,1989-03-12
60029-83574-NB,2018-01-15
29906-11097-AJ,2017-09-16
3270-49932-GB,2003-07-23
26465-3236-BK,2001-05-19
54950-79979-OH,1993-09-26
75131-15969-AF,1988-07-24
77317-77839-NE,2004-12-14
19093-83755-IB,2019-08-28
14450-36684-LB,1994-01-25
33132-55513-KD,1998-03-14
81223-4016-DD,2019-01-11
27980-67854-LJ,2018-10-17
96936-65811-AD,2018-04-28
9099-82042-NN,2013-02-04
20671-7140-NH,1999-07-17
38794-84323-KM,2017-11-14
95097-14812-JI,2010-11-05
5757-324-MO,2012-01-16
20420-58404-DB,2014-07-31
70180-26855-EH,2017-05-28
34513-47816-EF,2016-10-15
96636-58569-OJ,2018-01-21
92866-26269-MH,2000-03-03
65274-57620-DD,2017-10-04
4524-68133-DH,2018-04-28
64513-26717-FE,2019-03-01
16199-75056-OE,2018-06-11
33663-46549-OG,2012-06-21
36908-23296-ND,2015-10-28
24954-14774-EB,2019-07-29
26225-65528-BE,2006-09-12
33376-27912-MG,2019-01-25
33825-88692-JF,1984-12-15
40859-36408-NE,2009-12-03
60648-29575-MF,1995-12-05
57180-51684-NB,1993-07-30
4290-37962-FM,2014-07-14
27055-92486-BN,2011-05-02
49144-65119-BJ,2012-08-29
12803-82421-BN,2019-02-11
47959-56305-BG,2018-05-11
27293-20337-KB,1973-08-22
76200-44609-HK,1991-12-22
54543-29768-NL,2001-02-19
1196-11823-IM,1999-01-27
92217-90215-HD,2018-12-27
95924-78125-GO,2015-03-02
56676-18747-GN,1997-04-20
4723-31641-OB,2018-09-17
19901-84399-JN,2018-11-11
89308-32319-FJ,2016-04-24
17121-9259-EE,2015-01-31
42299-4490-FJ,2013-11-29
6611-99678-EK,2019-06-06
5293-14276-JO,2017-06-10
18089-56305-LL,2012-10-22
5301-42439-BI,1978-01-29
26856-64553-LM,2015-03-21
35124-52030-BF,2017-02-04
76367-98074-KK,2018-02-06
33501-66923-OG,2017-06-24
99257-66617-ND,1965-08-22
48123-60875-DF,2011-03-17
52241-83016-MH,2002-04-06
58568-39570-BB,2012-07-03
39893-7320-EK,2018-03-06
8119-10702-FG,2002-05-10
36017-71717-JN,2013-04-29
41370-99037-BL,1994-04-19
3491-47261-JB,2017-10-29
51879-26785-LA,2014-06-14
83803-95184-BG,2011-06-03
26725-34365-KE,2010-06-11
49144-11533-OB,2015-10-13
47317-17528-MH,2019-06-22
28128-3188-EN,1986-08-12
84897-13115-IM,2013-02-03
52263-35352-NF,2001-05-21
7111-38282-BK,2018-01-09
80594-7876-BK,2015-01-04
33037-7777-BO,2002-03-06
68475-13151-EH,1990-02-20
94828-12296-EM,2003-09-18
61945-88352-JJ,2017-07-07
99466-51139-FO,2018-02-13
36664-54960-KL,2019-03-23
72216-31775-BL,2003-04-07
5957-33846-AE,2018-09-20
35780-18513-OK,1996-12-02
12092-91136-HF,2018-06-25
1330-12934-LJ,2015-03-27
34434-37067-BB,2016-04-26
68650-78323-HB,2018-01-26
84779-74820-IF,2008-01-20
57317-68950-EA,2006-09-22
42993-22587-NG,2019-03-04
93526-11875-KO,2017-12-14
91413-19812-KA,2019-08-18
80584-81158-HM,2019-08-21
88054-77501-KJ,2017-04-30
41926-35903-EJ,2015-12-04
248-91349-ID,2018-11-07
58772-58866-LA,2008-12-26
4210-77779-IJ,2019-04-13
73374-50054-OD,2019-08-15
28709-56178-FN,1994-11-22
89271-32427-BH,2007-04-06
84544-84053-GF,2014-07-17
87955-19005-FA,1992-02-08
69155-913-NF,2004-09-14
66255-73606-EL,2019-08-03
41517-29630-BM,2016-08-19
10209-55525-ME,2011-01-10
70143-6670-EJ,2018-03-13
57124-13159-GG,2017-08-27
80274-16535-IJ,2019-03-09
91222-7033-AD,2010-03-16
39247-21198-HL,1981-09-23
45996-78190-ON,2003-06-02
62100-35454-LE,2017-06-05
7310-34622-IA,2005-04-23
57915-26963-BK,2019-06-09
4338-48865-BD,2015-08-30
61892-96054-IH,2017-02-12
11324-12539-OD,2017-04-01
48793-96248-BL,2015-04-29
77620-40177-FK,2007-07-19
26102-26382-NO,2013-08-27
49200-81609-MO,2019-07-10
33345-7879-GM,2010-04-03
14148-30386-NO,2019-03-05
74688-66127-HL,1993-07-20
41715-26459-NH,2003-02-01
57209-49242-FN,2017-09-04
53089-25688-LB,2018-08-03
38678-52548-NE,2009-12-26
53595-59813-BB,2019-06-12
1283-86553-LD,2017-04-26
77139-59296-OI,2005-01-12
28980-95296-GF,1994-08-23
94425-68128-GF,2017-01-14
75819-28680-EG,2010-12-01
60899-76360-DK,2005-08-08
44162-81120-BN,2005-02-07
25968-35620-GL,2019-05-06
66822-81938-HK,2003-12-15
20206-26126-BB,2018-09-30
93930-11788-BB,2010-07-25
91659-4742-EJ,1988-11-21
23470-32290-OB,1995-08-25
32171-89844-LG,1997-02-14
9238-41599-KG,2005-03-04
42197-6264-LK,2013-07-08
16898-68738-HD,1999-05-21
17112-3361-MK,2017-01-16
68865-6571-LB,2017-04-06
60477-91434-GJ,2019-02-13
766-32115-HB,2015-08-22
96508-1367-EH,1976-09-26
29202-54447-ON,2015-07-05
55713-13082-LK,2013-05-28
86506-85065-BJ,2015-05-06
74607-58472-OD,2018-11-19
38692-3280-HL,2008-10-14
19237-64123-BK,1986-05-14
92176-23189-BI,2005-11-29
70063-85732-ME,2018-12-12
40630-90039-II,1989-02-04
77407-86518-NA,1998-11-17
56505-46798-JD,2018-06-18
89017-55451-BD,2018-09-08
48001-11985-BK,2006-09-21
44919-6141-BN,2016-03-21
775-28474-DI,2019-06-01
1079-27094-DD,2004-09-20
15309-92724-DL,2012-01-21
24387-75528-GA,2019-07-28
97934-67785-JJ,2017-06-30
27199-64780-IL,2018-01-13
85822-31953-KJ,2011-03-04
78920-41371-IH,2018-04-21
84803-52358-OH,2018-09-21
45665-35014-LD,1998-01-09
92687-57957-BG,2014-12-08
6772-60726-EE,2019-04-15
13215-27205-BO,2019-02-25
70929-50153-ED,2018-03-20
52996-25683-BM,2003-05-19
36344-5487-BM,2001-11-09
82482-99881-JK,2018-02-17
20098-40746-DO,2019-08-10
77438-90295-IH,2014-06-16
82895-1142-DG,2003-08-06
28652-29445-IF,2000-06-09
57307-78386-JE,2001-10-17
45953-23835-AO,2016-06-28
96597-40350-KK,2009-08-06
28496-31178-KN,2019-02-12
71178-45390-NK,2018-11-15
55978-99440-NL,2003-02-15
47801-34635-BI,2019-07-23
52557-59420-IE,2018-11-29
79734-54872-GK,2012-11-09
58295-8652-ID,2005-12-14
29273-46051-BE,2014-07-08
71640-65035-FO,2006-04-10
51627-34253-HH,1990-09-04
91667-94717-NI,1989-01-30
7958-12173-BF,2019-07-10
75748-4145-FD,2014-09-13
20932-35957-IA,1992-04-12
54360-32399-KA,1982-01-19
9282-6989-BI,2013-11-30
58580-94426-IG,2016-11-07
77963-52379-IB,2018-08-14
37675-8779-OF,1991-12-18
1377-9855-HI,2015-06-03
64807-65898-JI,2015-03-03
33743-89112-GJ,2016-10-09
70235-33674-OI,2015-12-14
68045-28194-NF,2016-03-20
91433-75622-NI,2016-07-11
89734-38478-DJ,2016-05-01
93352-62542-NO,2014-01-14
54753-22850-EL,2019-07-26
85187-55817-OJ,2017-06-03
59849-8369-FM,2015-01-13
21791-37394-AL,2001-11-02
68623-13267-KB,2013-03-18
30586-585-FO,2018-03-31
52399-78553-FJ,2013-06-19
41796-68577-EG,2019-08-24
66274-51252-AI,2014-02-20
32133-97385-AH,2019-08-30
6873-85078-FA,2009-02-20
22814-90298-NB,1982-09-01
14239-58400-ID,2018-12-08
60555-31978-IE,2019-04-05
18972-27977-MH,2018-07-30
9660-53722-EM,2016-02-14
36456-88058-BI,2019-05-03
77110-32054-MA,2015-08-30
14432-57034-OO,1998-10-11
33548-67866-EO,2009-02-06
73215-49144-KK,2012-06-06
81800-663-OO,2016-02-07
72796-38075-BG,2019-01-23
48825-59277-BK,2001-02-13
73932-79297-AN,2019-08-29
49180-24825-BL,2012-02-07
37827-59310-LI,1994-05-25
45152-21041-AA,2019-08-11
995-25912-EA,2019-02-27
6318-69441-BG,2015-10-31
59064-60996-JE,1988-09-06
8477-14816-OF,2016-12-22
40596-29622-IO,1983-08-30
40982-93503-ND,2010-07-06
67409-41825-NK,2014-11-08
1671-11878-KD,2016-12-22
76850-64342-MB,2014-02-18
52975-14083-HB,2016-11-06
45650-46230-NB,2017-09-22
33363-77679-EO,2004-05-27
75940-62391-JO,1985-10-21
8489-21946-LI,2017-03-01
29046-30407-EI,2016-10-07
11140-82859-DK,2013-04-26
11828-49182-LK,2001-08-01
9168-32815-JG,2016-10-14
58852-10247-HH,2012-07-21
74028-50461-DK,2017-05-10
80256-94223-HB,2011-05-25
21344-28973-ME,2014-05-04
23956-12049-BE,2018-10-15
18542-72303-JL,2000-06-24
31547-64342-BJ,2017-07-02
23516-7226-NK,2016-03-21
2495-34072-NE,2017-07-25
44985-42835-JF,2018-08-02
9000-30005-IG,2011-04-22
27693-37777-DN,2019-01-07
61707-97425-BO,2019-08-21
41849-65370-DG,2003-05-15
34579-23909-EA,2015-05-13
98590-52997-OD,2018-08-28
39131-16065-HH,1965-07-05
31635-19662-OO,1992-08-29
3024-33782-NN,2018-08-11
32170-87898-KK,2019-08-28
55784-55491-GE,2019-06-13
94920-31660-BI,2017-01-24
73313-31641-KB,2015-07-27
75953-9088-DL,2018-04-15
89576-61146-GO,2019-07-19
23053-7242-LA,2007-05-20
98945-24433-DK,2007-02-16
78445-49322-KL,2003-10-11
66498-73183-MM,1998-08-03
22234-56589-FD,2010-08-31
96638-75395-KI,2006-11-06
6907-67836-AD,2017-03-09
34262-10163-HK,1988-10-28
97654-6596-OK,2015-02-05
10196-2568-JG,2018-03-18
1249-88690-NF,2019-08-13
10808-25577-KA,2001-11-11
90982-73444-KE,2017-10-12
62657-80697-EB,2005-02-06
75837-27858-JM,2019-03-27
11597-55312-AN,2016-12-22
85833-79083-KF,2017-05-20
36272-75403-BI,2019-08-29
7583-20582-FA,2018-06-10
63090-74250-DF,2015-11-22
98718-78975-FL,2009-04-04
67982-75708-NK,2015-01-20
78024-46254-KO,2014-07-20
35922-94174-HN,2003-07-22
52876-12159-DN,2015-10-01
52609-50670-BN,2018-02-23
232-816-AM,2018-06-08
51170-41500-AG,1999-09-19
48031-51982-MO,2017-12-09
31606-36745-BD,2013-06-28
72007-27376-ME,2009-11-06
91640-47850-AH,2008-11-30
15825-28387-AM,2012-02-05
52510-15778-JH,1999-08-20
55323-92546-NF,2016-09-14
66419-48319-FN,2014-04-26
68915-39965-MD,1982-06-02
50816-11147-ND,1990-03-28
57356-84030-DB,1995-01-30
64776-66468-LF,2002-06-24
74473-99787-EF,1990-04-26
66127-53720-FM,1994-01-28
26538-99698-GM,2018-06-15
44947-65044-FB,2009-08-01
38117-46551-OH,2019-05-20
82929-35643-LH,2015-05-23
77564-88116-MH,2014-05-21
48948-38233-OF,2003-11-09
54713-61909-JD,2004-01-02
28212-24118-KA,2019-01-15
88762-85416-AE,2017-07-20
98765-61848-NO,2018-08-19
7733-97568-IB,2018-12-07
99091-95670-JI,2010-12-22
65955-75606-FJ,2017-07-16
15944-59755-KK,1984-03-17
16640-45424-JI,2017-09-05
99699-17069-BI,2019-01-28
99796-12035-KL,2018-08-07
54870-89021-KE,2019-08-08
84520-77231-BB,2012-04-26
2787-4686-GM,2013-12-13
17324-86254-OM,2019-03-05
96025-59664-BL,2015-04-14
26037-17216-OG,2017-03-03
76816-40693-KJ,2014-01-09
65269-36480-JB,2018-02-12
86512-27391-NO,2000-03-20
32590-44363-DA,1980-08-09
91920-6019-EB,2018-01-13
4404-5912-BM,2010-12-02
22804-70929-LF,2011-03-01
13156-32336-GG,2015-05-25
64139-80271-MJ,1989-04-07
97095-76337-BK,2019-04-01
11998-16864-II,1993-01-31
48499-31366-DK,2016-10-25
77631-78475-HK,2010-04-13
20732-57205-NJ,2017-03-09
7665-67268-KD,2019-01-19
61618-72450-MH,2009-09-28
58887-12933-LM,2019-08-14
7292-15707-KF,2007-09-29
15629-50421-KK,1996-03-15
66718-72398-BM,2005-12-04
68501-93345-BB,2018-01-09
55508-19119-FB,2012-01-17
65190-27290-HA,2001-08-19
31475-85462-MI,2009-05-17
83207-8542-KB,2019-03-02
61669-90223-HG,2015-12-28
97967-60804-BJ,2011-07-05
94971-74312-AF,2019-06-09
31211-47016-JK,2014-02-10
48838-35671-EH,2017-01-29
80399-14276-NI,2014-06-30
31355-34277-MM,2011-07-25
47486-15261-NJ,1988-09-25
68454-99031-AF,2000-06-29
59804-198-KF,2018-08-25
24191-96222-LA,2014-08-17
69020-24245-ON,2010-10-18
87159-44327-KG,2017-10-18
55748-51824-BN,2014-10-07
22108-32660-KB,2009-07-11
94312-3887-LE,2012-11-07
99342-23370-GN,2016-04-26
37194-93260-ND,2016-02-05
65416-77551-IG,2006-08-10
48003-13491-EM,1999-01-27
7835-31122-MJ,2014-09-21
15615-6049-BB,2012-12-15
14268-25022-IG,2017-09-21
2877-41188-HL,2018-12-03
57543-50878-IK,2015-09-26
85094-30160-EG,2008-05-25
84-27099-GG,2007-02-03
90226-78147-OF,2014-02-13
22505-71241-BF,2017-05-29
25758-37425-JD,1995-04-08
79937-94718-LA,2007-01-27
96538-33513-JI,2010-03-28
78738-63842-BG,2016-11-09
13425-43171-FH,2009-06-29
15397-31405-HF,2018-02-10
56014-38819-IM,2015-09-12
40675-76748-EF,2017-08-05
43162-53870-MI,2016-09-29
42078-34211-BF,2005-08-12
41149-74147-GB,2018-08-01
39783-16442-MF,2013-10-15
545-41041-GF,1994-08-20
83025-36164-FJ,2005-06-16
87860-45081-KE,2019-03-15
12347-16229-MI,2008-08-13
31905-46006-BE,2016-10-17
84332-60307-IL,2018-09-05
45995-63666-HJ,2017-06-01
79049-44961-DG,2016-05-05
78989-29849-NJ,2019-06-15
66453-26228-DE,2011-10-10
18117-40621-GD,2007-09-22
74139-64475-HE,2013-01-22
31381-29030-OA,2013-09-25
83662-75298-GD,2008-01-29
22160-63298-OL,2010-11-26
12416-78356-LE,2000-05-31
30991-35001-LL,2018-06-17
85118-25665-EE,2019-07-17
