numero,ONG,proyecto,presupuesto (US$),tipo,fecha
20527,Boehm-Luettgen,"First Financial Bankshares, Inc.",39548,redes sociales,2019-01-11
20528,"Kuvalis, Bauch And Schumm",PTC Inc.,271882,marcha,2007-11-16
20529,Senger Inc,Montecristo,471929,marcha,2014-11-01
20530,Wisozk-Connelly,CMP - Algarrobo,541477,marcha,2010-05-01
20531,Konopelski-Langosh,"Edge Therapeutics, Inc.",12239,marcha,1998-08-20
20532,Wisozk-Goyette,"Clear Channel Outdoor Holdings, Inc.",93688,redes sociales,2002-12-01
20533,Carroll-Mcclure,Caupolican,180202,redes sociales,1969-02-24
20534,Dickens-Klein,Linderos,827794,redes sociales,1994-06-24
20535,Dickens-Boyle,"Ashford Hospitality Prime, Inc.",638028,marcha,2008-08-23
20536,Breitenberg ,"Forterra, Inc.",674039,redes sociales,2016-07-13
20537,Heller-Rohan,Stamps.com Inc.,848108,redes sociales,2007-09-18
20538,Grant And Sons,"Commerce Bancshares, Inc.",112311,redes sociales,2016-06-30
20539,Konopelski-Langosh,Credit Acceptance Corporation,610060,marcha,1991-02-08
20540,"Cartwright, Gusikowski And Miller",BRF S.A.,646175,redes sociales,1997-12-03
20541,Kuhic-Zboncak,Bronce de Petorca,208406,redes sociales,2012-05-13
20542,"Rippin, Huel And Mccullough",Western Alliance Bancorporation,619531,marcha,2014-11-10
20543,Cole-Olson,"Pepsico, Inc.",682295,redes sociales,2019-01-04
20544,"Rau, Ryan And Lueilwitz",Clifton Bancorp Inc.,839693,marcha,1963-10-24
20545,Upton-O'Keefe,Andacollo Oro,119828,redes sociales,2016-04-04
20546,Hickle Inc,"Mirna Therapeutics, Inc.",689733,marcha,1995-11-12
20547,"Rosenbaum, Lind And Koss","Taiwan Fund, Inc. (The)",897522,marcha,2010-12-14
20548,Brakus Group,Maganeso III de Atacama,555611,marcha,2000-08-29
20549,Cassin-Jerde,Bed Bath & Beyond Inc.,582953,marcha,2014-12-12
20550,"Murray, Monahan And Hilll","Universal Stainless & Alloy Products, Inc.",421939,redes sociales,1999-09-27
20551,"Waters, Batz And Dickinson",Special Opportunities Fund Inc.,820760,redes sociales,2011-08-03
20552,Kerluke-Yundt,"Idera Pharmaceuticals, Inc.",119221,marcha,2016-03-12
20553,Hessel-Toy,"Avenue Therapeutics, Inc.",149208,marcha,2007-01-22
20554,"Turner, Reynolds And Wolf",Entercom Communications Corporation,753623,marcha,2018-05-01
20555,Schuster ,"Sarepta Therapeutics, Inc.",556837,redes sociales,2015-11-30
20556,"Torp, Bruen And Douglas",ENGlobal Corporation,830301,redes sociales,1991-11-16
20557,"Bruen, Kulas And Hodkiewicz","China Lodging Group, Limited",481385,redes sociales,1952-11-28
20558,Ernser-Eichmann,"First Hawaiian, Inc.",532697,marcha,1990-06-16
20559,Haag-Stoltenberg,"Taiwan Fund, Inc. (The)",96613,redes sociales,2017-07-27
20560,"Ferry, Stroman And Veum",Nuveen Energy MLP Total Return Fund,500383,marcha,2015-09-09
20561,"Weissnat, Jaskolski And Bins",Intracampos,72446,marcha,2005-01-10
20562,Jerde And Sons,"Hub Group, Inc.",37282,marcha,2016-11-08
20563,"Cole, Reichert And Halvorson",Carvana Co.,948419,marcha,2017-10-21
20564,Mcclure Group,Virco Manufacturing Corporation,872029,marcha,2000-10-19
20565,"Weber, Rippin And Krajcik","The Travelers Companies, Inc.",148534,marcha,1995-06-15
20566,"Yost, Mayer And Stokes","Apple Hospitality REIT, Inc.",660746,redes sociales,1961-04-29
20567,Wisoky Inc,CMP - El Laco,604833,marcha,2019-05-03
20568,Kuphal And Sons,"Hub Group, Inc.",409620,redes sociales,2008-06-12
20569,Mitchell-Bosco,Andacollo Oro,178403,redes sociales,1982-02-02
20570,Dickens ,Cowen Inc.,111752,marcha,2008-07-01
20571,"Gorczany, Lindgren And Smitham",SAP SE,9493,redes sociales,2014-06-28
20572,Volkman-Conn,Catamutun,666698,redes sociales,2017-08-25
20573,"Reichert, Mayer And Schmitt",B.O.S. Better Online Solutions,994142,redes sociales,2012-11-14
20574,Mclaughlin And Sons,Isla Guarello,43947,redes sociales,1994-10-12
20575,"Williamson, Hermiston And Bauch",Bright Scholar Education Holdings Limited,894456,marcha,2004-02-07
20576,Marvin-Wolff,"SeaChange International, Inc.",678063,marcha,2099-03-01
20577,Rohan Inc,La Productora,6192,marcha,2019-08-04
20578,Jenkins-Dicki,Victoria,360634,marcha,2014-11-22
20579,"Volkman, Hamill And Stiedemann",SAP SE,486902,redes sociales,2009-09-11
20580,"Walker, Paucek And Beer",Microsemi Corporation,537452,marcha,1989-04-09
20581,"Kiehn, Lueilwitz And Schimmel",Kopin Corporation,597547,marcha,2002-05-31
20582,"Mante, Bode And Wiegand","Sportsman's Warehouse Holdings, Inc.",700497,redes sociales,1992-01-05
20583,Zieme Group,"SeaChange International, Inc.",438752,redes sociales,2010-12-14
20584,Langosh ,Unisys Corporation,720579,marcha,1980-05-01
20585,"Jacobs, Hand And Powlowski",Yahoo! Inc.,52305,redes sociales,1994-10-11
20586,Paucek Group,"Hurco Companies, Inc.",605169,marcha,2010-10-04
20587,Accion Familiar,Pucobre,334996,marcha,1976-10-20
20588,D'Amore Group,E.I. du Pont de Nemours and Company,296541,marcha,1989-09-21
20589,Grant And Sons,Microsemi Corporation,123881,marcha,2007-02-19
20590,Ziemann-Leuschke,Ministro Hales,19311,redes sociales,2016-02-13
20591,Schowalter Group,Anheuser-Busch Inbev SA,850114,redes sociales,2014-11-11
20592,"Williamson, Lindgren And Cummerata",Bronce de Petorca,159525,marcha,2001-06-26
20593,Jacobson Group,Applied DNA Sciences Inc,263000,redes sociales,1965-10-03
20594,Bins Group,Delta,266228,marcha,1991-03-02
20595,Waters ,Microsemi Corporation,441088,redes sociales,1998-08-29
20596,Purdy And Sons,Cambrex Corporation,534942,marcha,1966-04-06
20597,Predovic ,Unisys Corporation,864466,redes sociales,2003-06-10
20598,Zboncak Inc,El Tofo,717993,redes sociales,2019-01-17
20599,"Beer, Zieme And Huels","Blackhawk Network Holdings, Inc.",378075,marcha,1980-07-16
20600,Aufderhar-Mitchell,Arlington Asset Investment Corp,950649,redes sociales,2008-03-08
20601,Oberbrunner ,San Geronimo,810519,redes sociales,2018-10-16
20602,Gutmann-Feest,Quiborax,164865,marcha,1996-10-10
20603,"Goyette, Huels And Champlin",Aircastle Limited,165271,redes sociales,2013-11-07
20604,"Grady, Nicolas And Blick",Michilla,547138,redes sociales,1969-01-08
20605,Cassin-Jerde,"Kayne Anderson Energy Total Return Fund, Inc.",405180,redes sociales,2016-06-29
20606,Kirlin ,PIMCO Dynamic Credit and Mortgage Income Fund,980116,marcha,2014-04-25
20607,"Hegmann, Koelpin And Lindgren","Ocular Therapeutix, Inc.",267153,redes sociales,2005-03-30
20608,Franecki-Beahan,Cabot Corporation,477796,marcha,1996-11-16
20609,"Mante, Ferry And Corwin",Choquelimpie,586800,marcha,2019-02-12
20610,Brown ,Lambert,110290,redes sociales,1964-06-10
20611,Rutherford Group,Nuveen Municipal High Income Opportunity Fund,183872,redes sociales,1970-07-08
20612,Gottlieb Inc,Special Opportunities Fund Inc.,176944,redes sociales,1983-07-19
20613,"Goyette, Huels And Champlin","CatchMark Timber Trust, Inc.",573297,marcha,2011-01-06
20614,Walter-Littel,Tuina,485476,redes sociales,2009-05-24
20615,Christiansen ,Manto Verde,552892,marcha,2013-12-07
20616,Wehner-Steuber,"Zynerba Pharmaceuticals, Inc.",44899,redes sociales,1992-12-05
20617,Kub-Dibbert,Las Cenizas,206425,redes sociales,2014-07-18
20618,Bahringer-Johnston,Nuveen Municipal High Income Opportunity Fund,543374,marcha,1994-07-24
20619,Reichert And Sons,Andacollo Oro,455350,marcha,1991-03-03
20620,Kreiger-Mccullough,"HCA Healthcare, Inc.",145600,redes sociales,1981-01-23
20621,Dooley-Runolfsson,Colico Sur,286536,marcha,1994-04-12
20622,Nolan Group,Global Partner Acquisition Corp.,391679,marcha,2016-06-20
20623,Mohr And Sons,Vina Concha Y Toro,100351,redes sociales,2015-02-13
20624,Renner Inc,"The Travelers Companies, Inc.",673827,redes sociales,1984-08-30
20625,"Nolan, Reynolds And Waters",Imax Corporation,209341,marcha,1979-02-03
20626,Schuppe And Sons,Dos Amigos,311132,marcha,2003-07-19
20627,"Williamson, Hermiston And Bauch",EPR Properties,251765,redes sociales,1996-08-12
20628,"Labadie, Veum And Hammes",Maganeso III de Atacama,633202,redes sociales,1984-06-30
20629,Zemlak And Sons,Flor de Los Andes,920798,marcha,1986-02-24
20630,Schimmel-Mcglynn,United States Cellular Corporation,406568,redes sociales,2005-07-30
20631,"Volkman, Kulas And Hodkiewicz","Hurco Companies, Inc.",782224,marcha,2015-12-12
20632,Senger-Bins,Las Piedras,892067,marcha,2007-12-17
20633,"Dare, Hessel And Mckenzie",Victoria,975608,marcha,2015-08-19
20634,Price-Shields,Delta,906235,marcha,1990-06-25
20635,Okuneva ,Esperanza,575441,marcha,1985-05-31
20636,"Wunsch, Barrows And Hoeger",Mantos de la Luna,487330,redes sociales,2008-11-14
20637,"Nolan, Reynolds And Waters",El Abra,812394,marcha,1984-12-15
20638,"Paucek, Mclaughlin And Green","Appliance Recycling Centers of America, Inc.",75742,marcha,2014-01-05
20639,"O'Kon, Huels And Lubowitz","Portola Pharmaceuticals, Inc.",700265,redes sociales,1964-06-15
20640,Hilll ,Lomas Bayas,117149,marcha,1992-01-08
20641,Bahringer Inc,La Patagua,217360,redes sociales,2008-05-16
20642,Thiel And Sons,PowerShares BuyBack Achievers Portfolio,872280,redes sociales,2013-11-05
20643,Mertz Group,"Herman Miller, Inc.",372902,redes sociales,1980-10-06
20644,Keeling Group,Elenita,934868,redes sociales,2019-03-13
20645,Monahan-Grimes,La Productora,390120,marcha,2019-04-29
20646,Anderson-Orn,Arlington Asset Investment Corp,651230,redes sociales,2012-11-13
20647,"Crooks, Mraz And Volkman",Mantos de la Luna,54714,redes sociales,2001-07-08
20648,Watsica Inc,Mantos Blancos,663037,redes sociales,2019-03-23
20649,"Botsford, Wuckert And Volkman",3M Company,343116,redes sociales,1997-01-23
20650,Zboncak-Mraz,CoreSite Realty Corporation,95950,redes sociales,1992-02-15
20651,Blick-Bartell,Walter Investment Management Corp.,294998,redes sociales,2017-04-04
20652,Wolff-Greenholt,Ferton,4033,marcha,2005-08-01
20653,Satterfield And Sons,"Impax Laboratories, Inc.",517448,redes sociales,2012-11-26
20654,Klein Group,CMP - Romeral,625855,marcha,1967-04-28
20655,Bode ,Don Alberto,922430,marcha,2019-02-06
20656,Heller-Rohan,"Sierra Oncology, Inc.",756866,redes sociales,2013-04-09
20657,Feest-Graham,"Littelfuse, Inc.",312242,redes sociales,2013-12-31
20658,Wunsch Group,PowerShares Golden Dragon China Portfolio,961867,redes sociales,2011-12-25
20659,"Crooks, Mraz And Volkman",Neff Corporation,616940,redes sociales,1981-08-09
20660,"Cremin, Klocko And Thiel",Gabriela Mistral,147579,redes sociales,2009-09-28
20661,"Mante, Ferry And Corwin",Elenita,884906,marcha,2001-05-28
20662,"Becker, Deckow And O'Keefe",Mantos Blancos,903494,redes sociales,2016-09-27
20663,Gutkowski-Bartoletti,"TC PipeLines, LP",902035,redes sociales,1984-06-12
20664,"Dubuque, Gaylord And Cole",Imax Corporation,481471,redes sociales,2004-02-24
20665,Jerde-Lowe,"Commercial Vehicle Group, Inc.",647790,redes sociales,2003-07-13
20666,Bins-Goldner,Montecristo,973549,marcha,2010-09-25
20667,"Mcclure, Klocko And Wyman",First Trust Multi-Asset Diversified Income Index Fund,119677,marcha,2014-03-25
20668,Conn ,CMP - Los Colorados,588229,marcha,2017-08-17
20669,"Kassulke, Morar And Crooks",Alliance National Municipal Income Fund Inc,917032,redes sociales,1972-07-29
20670,Adca,Array BioPharma Inc.,311505,marcha,2015-11-12
20671,Paucek Group,Lions Gate Entertainment Corporation,711413,marcha,1997-02-25
20672,"Waters, Conroy And Dibbert",III de Atacama Minerals - Aguas Blancas,433030,redes sociales,2001-10-22
20673,Hermiston Group,Los Pelambres,593701,redes sociales,1977-07-01
20674,Bahringer-Lehner,Delta,214101,marcha,2014-06-26
20675,Lueilwitz Inc,Las Piedras,357972,redes sociales,2018-04-20
20676,Cassin And Sons,"Sarepta Therapeutics, Inc.",179836,marcha,2016-10-17
20677,"Mohr, Monahan And Hermiston",Elenita,25544,redes sociales,2019-03-20
20678,Wunsch-Larson,"Enanta Pharmaceuticals, Inc.",804930,marcha,1985-01-24
20679,Eichmann-Streich,"SeaChange International, Inc.",995367,marcha,2014-03-27
20680,"Buckridge, Okuneva And Keebler",Suncor EnergyInc.,411025,marcha,2006-04-19
20681,"Funk, Turcotte And Jenkins",Tranquilo,924678,marcha,2019-06-11
20682,Denesik And Sons,Novelion Therapeutics Inc.,663747,redes sociales,2013-05-09
20683,Afrikable Ongd,Lota,14198,marcha,2015-10-24
20684,Cassin ,Merus Labs International Inc.,418844,redes sociales,1983-09-12
20685,Hahn And Sons,Pinatolca,984029,redes sociales,2019-06-27
20686,Schuster ,The Community Financial Corporation,906224,redes sociales,1972-02-02
20687,Bode-Nikolaus,Old Republic International Corporation,824782,redes sociales,2006-01-11
20688,Heller-Rohan,Tuina,321734,redes sociales,2016-06-17
20689,"Wolff, Russel And Ankunding",Royal Caribbean Cruises Ltd.,92880,marcha,2019-01-08
20690,"Nolan, Renner And Lesch","Edge Therapeutics, Inc.",997811,redes sociales,1993-06-04
20691,"Wunsch, Barrows And Hoeger",U.S. Energy Corp.,37545,redes sociales,2009-11-19
20692,Kirlin ,Talcuna,989208,marcha,1992-04-05
20693,Weissnat-Bergstrom,Forum Merger Corporation,52820,marcha,1973-03-02
20694,Paucek ,"Apple Hospitality REIT, Inc.",930150,marcha,1952-08-29
20695,O'Conner And Sons,"Avon Products, Inc.",559061,marcha,2012-10-06
20696,"Kutch, Rodriguez And Hettinger",La Coipa,412757,marcha,1991-11-11
20697,Luettgen-Satterfield,Pampa Camarones,14225,marcha,2018-05-05
20698,"Rosenbaum, Lind And Koss","Nutanix, Inc.",609116,marcha,1987-09-24
20699,"Lindgren, Padberg And Hand","Arista Networks, Inc.",993842,marcha,1999-10-13
20700,Schultz Group,Nuveen AMT-Free Municipal Value Fund,593094,marcha,2010-02-19
20701,Wisoky Group,Western Alliance Bancorporation,27828,marcha,1994-01-21
20702,Walsh-Doyle,CMP - Cerro Negro Norte,668488,redes sociales,1986-04-01
20703,"Nolan, Reynolds And Waters",CVS Health Corporation,501341,marcha,2008-10-29
20704,Africa Esperanza,Alhue,76192,marcha,1986-05-29
20705,Bahringer-Johnston,"Sportsman's Warehouse Holdings, Inc.",366158,redes sociales,1998-07-16
20706,Morar-Schoen,Punta de Lobos - Kanita,121424,marcha,2007-10-15
20707,Gutkowski-Bartoletti,"LM Funding America, Inc.",764709,marcha,1998-03-16
20708,Reinger And Sons,Park-Ohio Holdings Corp.,873628,marcha,2015-11-22
20709,"Olson, Thompson And Fritsch","Mirna Therapeutics, Inc.",427926,redes sociales,1988-09-28
20710,"Jacobson, Boyer And Gleichner",Pure Cycle Corporation,8746,redes sociales,1993-01-18
20711,Jaskolski-Boyer,"Adams Diversified Equity Fund, Inc.",687111,redes sociales,2012-01-16
20712,"Champlin, Oberbrunner And Eichmann",First Trust Multi-Asset Diversified Income Index Fund,431572,redes sociales,2009-12-23
20713,"Moore, Kub And Murazik","Ellie Mae, Inc.",267225,marcha,2010-06-30
20714,"Weissnat, Jaskolski And Bins",Nabriva Therapeutics AG,388038,marcha,1987-05-09
20715,"Walker, Paucek And Beer",First Trust Nasdaq Retail ETF,195318,marcha,1979-01-16
20716,Deckow And Sons,United Microelectronics Corporation,871093,marcha,1987-07-11
20717,Cremin-Hodkiewicz,Las Pataguas,697291,marcha,2013-04-18
20718,Jacobs Group,San Jose,978858,redes sociales,2000-01-21
20719,Rogahn-Leannon,Esterline Technologies Corporation,758853,marcha,1988-04-24
20720,Pacocha-Heller,First Trust Multi-Asset Diversified Income Index Fund,523341,marcha,2017-02-28
20721,Schimmel-Beatty,First Trust Emerging Markets Small Cap AlphaDEX Fund,216453,marcha,2019-04-19
20722,Schimmel-Beatty,"Pinnacle Financial Partners, Inc.",696204,redes sociales,1991-03-14
20723,Jones-Kemmer,"Clear Channel Outdoor Holdings, Inc.",703542,redes sociales,2004-07-25
20724,Bayer-Bashirian,Microsemi Corporation,629400,marcha,2002-01-26
20725,"Heller, Lubowitz And Dach",iShares 20+ Year Treasury Bond ETF,619715,marcha,2014-01-23
20726,"Kuhlman, Denesik And King",CoreSite Realty Corporation,27169,marcha,1993-12-16
20727,Accion Familiar,Eagle Bulk Shipping Inc.,653481,marcha,1996-01-26
20728,Funk And Sons,Fidus Investment Corporation,293341,redes sociales,2013-06-04
20729,"Kshlerin, Hahn And Gulgowski",Cosayach - Negreiros,209367,redes sociales,2005-02-27
20730,"Moore, Kub And Murazik",III de Atacama Minerals - Aguas Blancas,769651,marcha,2008-03-17
20731,Ernser-Eichmann,Zion Oil & Gas Inc,370431,redes sociales,2017-08-11
20732,Bins-Goldner,"Waste Management, Inc.",979741,redes sociales,2014-06-12
20733,Legros-Price,"NextEra Energy, Inc.",53278,marcha,2005-08-10
20734,Jerde-Lowe,"FairPoint Communications, Inc.",803967,redes sociales,2016-01-08
20735,"Halvorson, Mcclure And Skiles",San Geronimo,937679,redes sociales,2019-06-10
20736,Adane,"Ulta Beauty, Inc.",146808,marcha,2012-02-13
20737,Wisozk-Connelly,SQM - Maria Elena,76330,marcha,1996-12-01
20738,"Littel, Bode And Dibbert",Independence Holding Company,233863,marcha,1991-12-08
20739,Tromp ,Tuina,605286,marcha,2012-08-28
20740,"Herman, Luettgen And Balistreri","Discovery Communications, Inc.",796325,redes sociales,2010-05-01
20741,Adca,Jazz Pharmaceuticals plc,10917,redes sociales,2010-08-27
20742,Schimmel Inc,Antucoya,526348,redes sociales,2009-09-10
20743,"Jacobs, Braun And Schimmel",El Tesoro,953047,redes sociales,1984-02-21
20744,Hirthe ,Diana Shipping inc.,781188,marcha,2017-07-16
20745,"Schmidt, Reinger And Zulauf",SCL Chemetall,774194,redes sociales,1971-05-14
20746,Ferry-Schuppe,"JA Solar Holdings, Co., Ltd.",259367,redes sociales,2019-05-13
20747,Simonis-Torphy,Kilroy Realty Corporation,479852,marcha,1988-12-25
20748,Jerde-Bauch,Las Piedras,751852,redes sociales,1991-07-26
20749,Bahringer-Lehner,"LTC Properties, Inc.",961322,marcha,2019-08-01
20750,Goyette ,Diageo plc,277906,redes sociales,2019-04-27
20751,Roob-Nicolas,Limoneira Co,323261,redes sociales,2005-09-21
20752,Mertz Group,"SolarEdge Technologies, Inc.",401156,marcha,2012-04-26
20753,"Fisher, Cummings And Rowe","Biocept, Inc.",96218,redes sociales,2007-12-03
20754,Wisozk-Connelly,Cabot Corporation,839140,redes sociales,2018-05-21
20755,Klocko Group,Quebrada Blanca,143645,redes sociales,1990-08-20
20756,Lubowitz-Stroman,Caserones,772053,redes sociales,2008-12-22
20757,"Rice, Ondricka And Block",III de Atacama Minerals - Aguas Blancas,314849,redes sociales,2001-05-06
20758,Reichert And Sons,"Aspen Technology, Inc.",607722,marcha,2014-10-24
20759,"Jacobi, Spencer And Mayer","Aspen Technology, Inc.",693340,redes sociales,2017-04-18
20760,Barrows-Dibbert,Great Plains Energy Inc,628409,marcha,2010-10-08
20761,Cronin Inc,"Adams Diversified Equity Fund, Inc.",40964,redes sociales,2011-09-27
20762,"Doyle, Ernser And Pacocha","Dupont Fabros Technology, Inc.",311965,redes sociales,1992-12-05
20763,Tromp ,Aircastle Limited,42891,marcha,2016-04-17
20764,"Johns, Wisozk And Johnson",Pirquitas,144623,redes sociales,2014-06-24
20765,Watsica-Hauck,Caserones,475282,marcha,2019-04-17
20766,Strosin ,"Cogentix Medical, Inc.",112612,redes sociales,2004-08-25
20767,"Johns, Kessler And Balistreri","International Seaways, Inc.",632043,marcha,2013-05-17
20768,Moore-Lueilwitz,"Idera Pharmaceuticals, Inc.",455211,marcha,2010-02-04
20769,"Bashirian, Greenholt And Russel",Victoria,65827,marcha,2018-06-30
20770,Yundt Group,Caserones,642715,redes sociales,2018-09-24
20771,Cruickshank-Schmitt,Anheuser-Busch Inbev SA,351050,marcha,1978-07-22
20772,Adecoi,Andacollo Oro,656766,redes sociales,2017-05-25
20773,Ritchie Group,Franke,353474,marcha,2017-05-03
20774,Schowalter-Senger,"Destination XL Group, Inc.",228350,redes sociales,2018-07-03
20775,"Jacobson, Boyer And Gleichner","Biocept, Inc.",730764,redes sociales,2003-07-12
20776,Kub Group,PowerShares Nasdaq Internet Portfolio,998840,redes sociales,2011-07-25
20777,Wolf-Boehm,Moog Inc.,317104,marcha,1995-12-02
20778,Ullrich Inc,Dos Amigos,895812,marcha,2012-08-15
20779,Afesip,"The Travelers Companies, Inc.",613795,redes sociales,2016-10-05
20780,Connelly-Ruecker,"Arista Networks, Inc.",375415,marcha,2004-04-30
20781,Torphy Inc,"The Travelers Companies, Inc.",156511,redes sociales,1999-01-28
20782,"Casper, Hayes And Oberbrunner",Andina,40838,marcha,1972-02-18
20783,Schuster-Kub,PowerShares Golden Dragon China Portfolio,196557,redes sociales,2013-02-23
20784,Feil-Nikolaus,The Community Financial Corporation,787750,marcha,2017-08-29
20785,Jenkins-Kemmer,Brookfield Global Listed Infrastructure Income Fund,274745,redes sociales,2017-05-10
20786,"Herzog, Grimes And Jast","Ocular Therapeutix, Inc.",886701,redes sociales,2001-08-05
20787,Rath Group,El Toqui,337981,marcha,1984-07-20
20788,Erdman-Block,Orbotech Ltd.,547930,marcha,1960-02-26
20789,Eichmann-Fahey,El Penon,366002,redes sociales,1996-04-17
20790,Johnson And Sons,Zion Oil & Gas Inc,372111,redes sociales,1980-12-28
20791,Fritsch And Sons,La Productora,16027,redes sociales,2019-01-03
20792,"Weber, Rippin And Krajcik",Isla Guarello,285106,marcha,1972-04-28
20793,"Cremin, Klocko And Thiel",United Microelectronics Corporation,477320,marcha,2003-03-09
20794,"Olson, Thompson And Fritsch",First Trust Senior Loan Fund ETF,783268,redes sociales,1995-05-23
20795,Murray-Braun,"Western New England Bancorp, Inc.",98122,marcha,2013-08-14
20796,Adane,Apollo Senior Floating Rate Fund Inc.,583837,marcha,2010-10-12
20797,Mcdermott Inc,"FairPoint Communications, Inc.",601649,marcha,2019-07-21
20798,Bradtke Inc,CMP - Cerro Negro Norte,706614,redes sociales,1978-11-15
20799,Kilback Inc,Eaton Vance Corporation,763189,marcha,2010-05-31
20800,Berge And Sons,Arch Capital Group Ltd.,33532,redes sociales,2017-05-08
20801,Cruickshank-Schmitt,L.B. Foster Company,996065,marcha,2006-03-21
20802,Kuvalis-Swift,Brookfield Global Listed Infrastructure Income Fund,463614,redes sociales,2014-01-11
20803,Konopelski-Langosh,Nuveen Municipal High Income Opportunity Fund,697910,redes sociales,1966-08-01
20804,Satterfield And Sons,Blackstone GSO Long Short Credit Income Fund,258673,marcha,2002-02-24
20805,"Schmidt, Reinger And Zulauf",Cosayach - Soledad,325666,marcha,2016-01-21
20806,Adane,Michilla,408402,marcha,1993-01-11
20807,Conroy ,Park-Ohio Holdings Corp.,615228,redes sociales,2010-08-13
20808,"Simonis, Roberts And Frami",Romeral,98149,marcha,1982-12-11
20809,"Boyle, Walsh And Blanda","Ocular Therapeutix, Inc.",628224,marcha,1977-09-28
20810,"Ryan, Stark And Medhurst",CMP - Boqueron Chanar,12908,redes sociales,1994-04-29
20811,"Muller, Reichert And Grimes",Romeral,60079,marcha,1981-03-16
20812,"Lang, Kohler And Dietrich",Abeona Therapeutics Inc.,38746,marcha,1979-11-06
20813,Graham ,Yahoo! Inc.,1283,redes sociales,1986-08-01
20814,Bradtke And Sons,Pupunahue,541009,redes sociales,2017-12-25
20815,Hirthe Group,Dynatronics Corporation,13134,redes sociales,1988-01-20
20816,Satterfield And Sons,"Edge Therapeutics, Inc.",648393,redes sociales,1993-10-04
20817,Waters Group,El Toqui,203331,redes sociales,2002-12-25
20818,"Konopelski, Schaefer And Feil",Faride,243539,marcha,2008-03-21
20819,Carroll-Moen,Lambert,634486,marcha,1960-12-28
20820,Dickinson-Swift,"Hurco Companies, Inc.",925402,redes sociales,2010-11-03
20821,"Wyman, Nicolas And Fahey",El Salvador,772491,redes sociales,2014-05-13
20822,Kovacek-Swift,West Corporation,32628,redes sociales,2015-10-20
20823,"Kub, Mante And Lebsack",Ferton,373346,redes sociales,1992-06-02
20824,Bechtelar-Wuckert,Nuveen Energy MLP Total Return Fund,510208,redes sociales,2014-07-25
20825,Braun-Eichmann,"PDF Solutions, Inc.",481058,marcha,2018-07-03
20826,Hoppe-Wolf,Quebrada Blanca,376238,redes sociales,2010-03-17
20827,"Glover, Dickens And Russel","Gabelli Equity Trust, Inc. (The)",281754,redes sociales,2006-07-07
20828,Gutkowski-Nikolaus,Linderos,518133,marcha,1990-01-09
20829,Sporer And Sons,Manto Verde,856940,marcha,2002-05-25
20830,Jenkins-Kemmer,"Tootsie Roll Industries, Inc.",914568,redes sociales,1983-07-30
20831,Kreiger-Mccullough,"Discovery Communications, Inc.",914639,marcha,2005-10-01
20832,"Schmidt, Ryan And Jacobson",E*TRADE Financial Corporation,312514,redes sociales,2009-04-15
20833,Adega,Cordillera - Tenardita,187907,redes sociales,2016-07-11
20834,"Renner, Bogisich And O'Kon",Pascua,493175,redes sociales,2004-05-17
20835,Anderson-Orn,E.I. du Pont de Nemours and Company,885856,redes sociales,2016-11-20
20836,Quitzon Inc,"MiMedx Group, Inc",142874,redes sociales,1963-09-12
20837,Jenkins Group,Spence,78933,marcha,1990-07-01
20838,Nolan Inc,"Impax Laboratories, Inc.",563687,marcha,2013-01-07
20839,Paucek ,"HD Supply Holdings, Inc.",177138,redes sociales,2019-08-31
20840,Jast Group,SQM Salar,740403,redes sociales,2016-07-24
20841,"Halvorson, Mcclure And Skiles",Alliance National Municipal Income Fund Inc,730383,redes sociales,1995-07-09
20842,"Beer, Zieme And Huels","XO Group, Inc.",652502,redes sociales,2016-08-11
20843,Adams-Hickle,Alliance National Municipal Income Fund Inc,647210,marcha,2015-08-07
20844,Afrikable Ongd,"Zynerba Pharmaceuticals, Inc.",751858,marcha,1969-09-04
20845,Cassin-Jerde,Las Pataguas,850891,redes sociales,1990-03-09
20846,Adavas,Eaton Vance Corporation,382452,marcha,2016-11-17
20847,"Gerlach, Fritsch And Rippin",Western Alliance Bancorporation,805857,marcha,2001-02-25
20848,Orn-Hilll,Walter Investment Management Corp.,404413,redes sociales,2016-10-15
20849,"Luettgen, Watsica And Kutch","Vectrus, Inc.",40024,marcha,1968-09-22
20850,"Dooley, Lindgren And Kub",Dorado,387959,redes sociales,1960-01-10
20851,Bartoletti-Kunde,"National American University Holdings, Inc.",107543,marcha,2001-05-04
20852,"Larson, Franecki And Macejkovic",Condor,857901,redes sociales,2001-02-22
20853,Wisozk-Bernier,Cerro Iman,751434,marcha,2014-03-29
20854,Walsh-Doyle,"Sierra Oncology, Inc.",922117,marcha,1996-05-11
20855,Runolfsdottir-Emard,Maria Elisa,630731,redes sociales,2019-06-07
20856,Gusikowski-Emard,BlackRock Municipal Target Term Trust Inc. (The),820309,marcha,2002-02-18
20857,Brekke-Crist,"H&R Block, Inc.",335583,redes sociales,1993-01-23
20858,Conroy-Howe,Coiron,381022,redes sociales,2017-03-05
20859,Hoeger ,"Littelfuse, Inc.",443012,redes sociales,2018-08-27
20860,Sanford And Sons,R.R. Donnelley & Sons Company,34288,redes sociales,2004-06-03
20861,"Brakus, White And Mueller","support.com, Inc.",317011,redes sociales,2002-09-04
20862,"Nicolas, Smitham And Wilderman",Romeral,923923,marcha,1992-12-28
